tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0015781997305754126,0.99384,0.001568478020235068
9.801527524645272e-12,0.008048055990893492,0.99384,0.007998479965989588
6.036253074377165e-11,0.011309689727060193,0.99384,0.0112400220383415
3.717415645657967e-10,0.01795729996531016,0.99384,0.01784668299752385
2.2893637739934217e-09,0.024774137230529795,0.99384,0.02462152854518973
1.4099005845758231e-08,0.03209201519277698,0.99384,0.03189432837918948
8.682847527802253e-08,0.03834630979736114,0.99384,0.03811009652900939
5.34731611694435e-07,0.043466398477283424,0.99384,0.04319864546266335
3.2931350646235746e-06,0.04787074783998833,0.99384,0.047575864033293995
2.028071338347115e-05,0.05345558454100997,0.99384,0.05312629814023735
0.00012521210857368464,0.06407458092350302,0.99384,0.06367988150501423
0.0007691846271054237,0.08181044133668444,0.99384,0.08130648901805046
0.0047370834264942535,0.11327237887011762,0.99384,0.11257462101627769
0.029172789900847863,0.1463433322523852,0.99384,0.1454418573257105
0.1796601504447122,0.21841634305373062,0.99384,0.21707089838051963
1.1064336965772417,0.09652608118440976,0.99384,0.0959314805243138
6.813952142756727,0.0,0.99384,0.0
41.963602374062425,0.00030867452649904493,0.99384,0.0003067730914158108
258.4320945195246,0.00027773362999223097,0.99384,0.0002760227908314788
1591.5494309189535,0.0,0.99384,0.0
