   f   ,G_stor ,G_loss 
7.5858e-02,2.0832e-02,5.4697e-02
7.8524e-02,2.1816e-02,5.6106e-02
8.1283e-02,2.2839e-02,5.7535e-02
8.4140e-02,2.3904e-02,5.8987e-02
8.7096e-02,2.5010e-02,6.0458e-02
9.0157e-02,2.6160e-02,6.1950e-02
9.3325e-02,2.7353e-02,6.3461e-02
9.6605e-02,2.8592e-02,6.4990e-02
1.0000e-01,2.9877e-02,6.6538e-02
1.0351e-01,3.1210e-02,6.8102e-02
1.0715e-01,3.2591e-02,6.9682e-02
1.1092e-01,3.4021e-02,7.1277e-02
1.1482e-01,3.5501e-02,7.2886e-02
1.1885e-01,3.7032e-02,7.4508e-02
1.2303e-01,3.8615e-02,7.6142e-02
1.2735e-01,4.0251e-02,7.7786e-02
1.3183e-01,4.1941e-02,7.9439e-02
1.3646e-01,4.3684e-02,8.1101e-02
1.4125e-01,4.5483e-02,8.2769e-02
1.4622e-01,4.7336e-02,8.4442e-02
1.5136e-01,4.9246e-02,8.6119e-02
1.5668e-01,5.1212e-02,8.7798e-02
1.6218e-01,5.3234e-02,8.9478e-02
1.6788e-01,5.5314e-02,9.1158e-02
1.7378e-01,5.7450e-02,9.2835e-02
1.7989e-01,5.9644e-02,9.4508e-02
1.8621e-01,6.1895e-02,9.6175e-02
1.9275e-01,6.4204e-02,9.7835e-02
1.9953e-01,6.6569e-02,9.9486e-02
2.0654e-01,6.8992e-02,1.0113e-01
2.1380e-01,7.1471e-02,1.0276e-01
2.2131e-01,7.4007e-02,1.0437e-01
2.2909e-01,7.6599e-02,1.0597e-01
2.3714e-01,7.9245e-02,1.0755e-01
2.4547e-01,8.1947e-02,1.0911e-01
2.5410e-01,8.4702e-02,1.1066e-01
2.6303e-01,8.7510e-02,1.1218e-01
2.7227e-01,9.0370e-02,1.1368e-01
2.8184e-01,9.3282e-02,1.1515e-01
2.9174e-01,9.6243e-02,1.1660e-01
3.0200e-01,9.9254e-02,1.1801e-01
3.1261e-01,1.0231e-01,1.1940e-01
3.2359e-01,1.0542e-01,1.2076e-01
3.3497e-01,1.0857e-01,1.2209e-01
3.4674e-01,1.1176e-01,1.2339e-01
3.5892e-01,1.1500e-01,1.2465e-01
3.7154e-01,1.1827e-01,1.2588e-01
3.8459e-01,1.2159e-01,1.2707e-01
3.9811e-01,1.2494e-01,1.2822e-01
4.1210e-01,1.2833e-01,1.2934e-01
4.2658e-01,1.3176e-01,1.3042e-01
4.4157e-01,1.3521e-01,1.3146e-01
4.5709e-01,1.3870e-01,1.3247e-01
4.7315e-01,1.4222e-01,1.3343e-01
4.8978e-01,1.4576e-01,1.3435e-01
5.0699e-01,1.4934e-01,1.3524e-01
5.2481e-01,1.5293e-01,1.3608e-01
5.4325e-01,1.5655e-01,1.3688e-01
5.6234e-01,1.6019e-01,1.3764e-01
5.8210e-01,1.6384e-01,1.3837e-01
6.0256e-01,1.6752e-01,1.3905e-01
6.2373e-01,1.7121e-01,1.3969e-01
6.4565e-01,1.7491e-01,1.4029e-01
6.6834e-01,1.7863e-01,1.4085e-01
6.9183e-01,1.8236e-01,1.4137e-01
7.1614e-01,1.8610e-01,1.4185e-01
7.4131e-01,1.8984e-01,1.4230e-01
7.6736e-01,1.9360e-01,1.4270e-01
7.9433e-01,1.9736e-01,1.4307e-01
8.2224e-01,2.0112e-01,1.4340e-01
8.5114e-01,2.0488e-01,1.4369e-01
8.8105e-01,2.0865e-01,1.4395e-01
9.1201e-01,2.1241e-01,1.4417e-01
9.4406e-01,2.1617e-01,1.4436e-01
9.7724e-01,2.1994e-01,1.4452e-01
1.0116e+00,2.2369e-01,1.4464e-01
1.0471e+00,2.2745e-01,1.4473e-01
1.0839e+00,2.3120e-01,1.4479e-01
1.1220e+00,2.3494e-01,1.4482e-01
1.1614e+00,2.3867e-01,1.4482e-01
1.2023e+00,2.4240e-01,1.4479e-01
1.2445e+00,2.4612e-01,1.4473e-01
1.2882e+00,2.4982e-01,1.4464e-01
1.3335e+00,2.5352e-01,1.4453e-01
1.3804e+00,2.5721e-01,1.4439e-01
1.4289e+00,2.6088e-01,1.4423e-01
1.4791e+00,2.6455e-01,1.4405e-01
1.5311e+00,2.6820e-01,1.4384e-01
1.5849e+00,2.7183e-01,1.4361e-01
1.6406e+00,2.7545e-01,1.4336e-01
1.6982e+00,2.7906e-01,1.4308e-01
1.7579e+00,2.8266e-01,1.4279e-01
1.8197e+00,2.8624e-01,1.4248e-01
1.8836e+00,2.8980e-01,1.4215e-01
1.9498e+00,2.9335e-01,1.4181e-01
2.0184e+00,2.9688e-01,1.4144e-01
2.0893e+00,3.0039e-01,1.4106e-01
2.1627e+00,3.0389e-01,1.4067e-01
2.2387e+00,3.0738e-01,1.4026e-01
2.3174e+00,3.1084e-01,1.3984e-01
2.3988e+00,3.1429e-01,1.3940e-01
2.4831e+00,3.1772e-01,1.3896e-01
2.5704e+00,3.2114e-01,1.3850e-01
2.6607e+00,3.2453e-01,1.3803e-01
2.7542e+00,3.2791e-01,1.3754e-01
2.8510e+00,3.3128e-01,1.3705e-01
2.9512e+00,3.3462e-01,1.3655e-01
3.0549e+00,3.3795e-01,1.3604e-01
3.1623e+00,3.4126e-01,1.3552e-01
3.2734e+00,3.4455e-01,1.3499e-01
3.3884e+00,3.4782e-01,1.3446e-01
3.5075e+00,3.5108e-01,1.3391e-01
3.6308e+00,3.5432e-01,1.3337e-01
3.7584e+00,3.5754e-01,1.3281e-01
3.8905e+00,3.6075e-01,1.3225e-01
4.0272e+00,3.6393e-01,1.3168e-01
4.1687e+00,3.6710e-01,1.3111e-01
4.3152e+00,3.7025e-01,1.3053e-01
4.4668e+00,3.7339e-01,1.2995e-01
4.6238e+00,3.7650e-01,1.2937e-01
4.7863e+00,3.7960e-01,1.2878e-01
4.9545e+00,3.8268e-01,1.2819e-01
5.1286e+00,3.8575e-01,1.2759e-01
5.3088e+00,3.8880e-01,1.2699e-01
5.4954e+00,3.9183e-01,1.2639e-01
5.6885e+00,3.9484e-01,1.2579e-01
5.8884e+00,3.9784e-01,1.2519e-01
6.0954e+00,4.0082e-01,1.2458e-01
6.3096e+00,4.0378e-01,1.2397e-01
6.5313e+00,4.0673e-01,1.2336e-01
6.7608e+00,4.0966e-01,1.2275e-01
6.9984e+00,4.1257e-01,1.2214e-01
7.2444e+00,4.1547e-01,1.2153e-01
7.4989e+00,4.1835e-01,1.2091e-01
7.7625e+00,4.2122e-01,1.2030e-01
8.0353e+00,4.2406e-01,1.1969e-01
8.3176e+00,4.2690e-01,1.1907e-01
8.6099e+00,4.2971e-01,1.1846e-01
8.9125e+00,4.3251e-01,1.1784e-01
9.2257e+00,4.3530e-01,1.1723e-01
9.5499e+00,4.3807e-01,1.1662e-01
9.8855e+00,4.4082e-01,1.1601e-01
1.0233e+01,4.4356e-01,1.1539e-01
1.0593e+01,4.4628e-01,1.1478e-01
1.0965e+01,4.4899e-01,1.1417e-01
1.1350e+01,4.5168e-01,1.1357e-01
1.1749e+01,4.5435e-01,1.1296e-01
1.2162e+01,4.5701e-01,1.1235e-01
1.2589e+01,4.5966e-01,1.1175e-01
1.3032e+01,4.6229e-01,1.1114e-01
1.3490e+01,4.6491e-01,1.1054e-01
1.3964e+01,4.6751e-01,1.0994e-01
1.4454e+01,4.7009e-01,1.0934e-01
1.4962e+01,4.7266e-01,1.0875e-01
1.5488e+01,4.7522e-01,1.0815e-01
1.6032e+01,4.7776e-01,1.0756e-01
1.6596e+01,4.8029e-01,1.0697e-01
1.7179e+01,4.8280e-01,1.0638e-01
1.7783e+01,4.8530e-01,1.0579e-01
1.8408e+01,4.8778e-01,1.0521e-01
1.9055e+01,4.9025e-01,1.0462e-01
1.9724e+01,4.9271e-01,1.0404e-01
2.0417e+01,4.9515e-01,1.0347e-01
2.1135e+01,4.9758e-01,1.0289e-01
2.1878e+01,4.9999e-01,1.0232e-01
2.2646e+01,5.0239e-01,1.0175e-01
2.3442e+01,5.0477e-01,1.0118e-01
2.4266e+01,5.0714e-01,1.0061e-01
2.5119e+01,5.0950e-01,1.0005e-01
2.6002e+01,5.1185e-01,9.9488e-02
2.6915e+01,5.1418e-01,9.8930e-02
2.7861e+01,5.1649e-01,9.8374e-02
2.8840e+01,5.1880e-01,9.7822e-02
2.9854e+01,5.2109e-01,9.7271e-02
3.0903e+01,5.2337e-01,9.6724e-02
3.1989e+01,5.2563e-01,9.6180e-02
3.3113e+01,5.2788e-01,9.5638e-02
3.4277e+01,5.3012e-01,9.5099e-02
3.5481e+01,5.3234e-01,9.4563e-02
3.6728e+01,5.3455e-01,9.4030e-02
3.8019e+01,5.3675e-01,9.3500e-02
3.9355e+01,5.3894e-01,9.2973e-02
4.0738e+01,5.4111e-01,9.2449e-02
4.2170e+01,5.4327e-01,9.1928e-02
4.3652e+01,5.4542e-01,9.1410e-02
4.5186e+01,5.4755e-01,9.0895e-02
4.6774e+01,5.4967e-01,9.0383e-02
4.8417e+01,5.5179e-01,8.9874e-02
5.0119e+01,5.5388e-01,8.9368e-02
5.1880e+01,5.5597e-01,8.8866e-02
5.3703e+01,5.5804e-01,8.8366e-02
5.5590e+01,5.6010e-01,8.7870e-02
5.7544e+01,5.6215e-01,8.7377e-02
5.9566e+01,5.6419e-01,8.6887e-02
6.1660e+01,5.6621e-01,8.6400e-02
6.3826e+01,5.6823e-01,8.5916e-02
6.6069e+01,5.7023e-01,8.5436e-02
6.8391e+01,5.7222e-01,8.4959e-02
7.0795e+01,5.7420e-01,8.4485e-02
7.3282e+01,5.7617e-01,8.4015e-02
7.5858e+01,5.7812e-01,8.3547e-02
7.8524e+01,5.8006e-01,8.3083e-02
8.1283e+01,5.8200e-01,8.2623e-02
8.4140e+01,5.8392e-01,8.2165e-02
8.7096e+01,5.8583e-01,8.1711e-02
9.0157e+01,5.8773e-01,8.1261e-02
9.3325e+01,5.8962e-01,8.0813e-02
9.6605e+01,5.9149e-01,8.0369e-02
1.0000e+02,5.9336e-01,7.9929e-02
1.0351e+02,5.9522e-01,7.9492e-02
1.0715e+02,5.9706e-01,7.9058e-02
1.1092e+02,5.9890e-01,7.8627e-02
1.1482e+02,6.0072e-01,7.8200e-02
1.1885e+02,6.0253e-01,7.7776e-02
1.2303e+02,6.0434e-01,7.7356e-02
1.2735e+02,6.0613e-01,7.6939e-02
1.3183e+02,6.0791e-01,7.6525e-02
1.3646e+02,6.0969e-01,7.6115e-02
1.4125e+02,6.1145e-01,7.5708e-02
1.4622e+02,6.1320e-01,7.5304e-02
1.5136e+02,6.1494e-01,7.4904e-02
1.5668e+02,6.1668e-01,7.4507e-02
1.6218e+02,6.1840e-01,7.4114e-02
1.6788e+02,6.2011e-01,7.3724e-02
1.7378e+02,6.2182e-01,7.3338e-02
1.7989e+02,6.2351e-01,7.2954e-02
1.8621e+02,6.2520e-01,7.2575e-02
1.9275e+02,6.2687e-01,7.2198e-02
1.9953e+02,6.2854e-01,7.1825e-02
2.0654e+02,6.3019e-01,7.1455e-02
2.1380e+02,6.3184e-01,7.1089e-02
2.2131e+02,6.3348e-01,7.0726e-02
2.2909e+02,6.3511e-01,7.0366e-02
2.3714e+02,6.3673e-01,7.0010e-02
2.4547e+02,6.3835e-01,6.9657e-02
2.5410e+02,6.3995e-01,6.9308e-02
2.6303e+02,6.4155e-01,6.8961e-02
2.7227e+02,6.4313e-01,6.8618e-02
2.8184e+02,6.4471e-01,6.8278e-02
2.9174e+02,6.4628e-01,6.7942e-02
3.0200e+02,6.4784e-01,6.7609e-02
3.1261e+02,6.4940e-01,6.7279e-02
3.2359e+02,6.5094e-01,6.6952e-02
3.3497e+02,6.5248e-01,6.6629e-02
3.4674e+02,6.5401e-01,6.6309e-02
3.5892e+02,6.5553e-01,6.5992e-02
3.7154e+02,6.5704e-01,6.5678e-02
3.8459e+02,6.5855e-01,6.5367e-02
3.9811e+02,6.6005e-01,6.5060e-02
4.1210e+02,6.6154e-01,6.4756e-02
4.2658e+02,6.6302e-01,6.4455e-02
4.4157e+02,6.6450e-01,6.4157e-02
4.5709e+02,6.6597e-01,6.3862e-02
4.7315e+02,6.6743e-01,6.3570e-02
4.8978e+02,6.6888e-01,6.3282e-02
5.0699e+02,6.7033e-01,6.2996e-02
5.2481e+02,6.7177e-01,6.2714e-02
5.4325e+02,6.7320e-01,6.2434e-02
5.6234e+02,6.7463e-01,6.2158e-02
5.8210e+02,6.7605e-01,6.1885e-02
6.0256e+02,6.7746e-01,6.1614e-02
6.2373e+02,6.7887e-01,6.1347e-02
6.4565e+02,6.8027e-01,6.1082e-02
6.6834e+02,6.8166e-01,6.0820e-02
6.9183e+02,6.8305e-01,6.0562e-02
7.1614e+02,6.8443e-01,6.0306e-02
7.4131e+02,6.8580e-01,6.0053e-02
7.6736e+02,6.8717e-01,5.9803e-02
7.9433e+02,6.8853e-01,5.9556e-02
8.2224e+02,6.8989e-01,5.9311e-02
8.5114e+02,6.9124e-01,5.9069e-02
8.8105e+02,6.9258e-01,5.8830e-02
9.1201e+02,6.9392e-01,5.8594e-02
9.4406e+02,6.9525e-01,5.8361e-02
9.7724e+02,6.9658e-01,5.8130e-02
1.0116e+03,6.9790e-01,5.7902e-02
1.0471e+03,6.9921e-01,5.7676e-02
1.0839e+03,7.0052e-01,5.7453e-02
1.1220e+03,7.0183e-01,5.7233e-02
1.1614e+03,7.0313e-01,5.7015e-02
1.2023e+03,7.0442e-01,5.6800e-02
1.2445e+03,7.0571e-01,5.6588e-02
1.2882e+03,7.0699e-01,5.6378e-02
1.3335e+03,7.0827e-01,5.6170e-02
1.3804e+03,7.0954e-01,5.5965e-02
1.4289e+03,7.1081e-01,5.5762e-02
1.4791e+03,7.1207e-01,5.5562e-02
1.5311e+03,7.1333e-01,5.5364e-02
1.5849e+03,7.1458e-01,5.5168e-02
1.6406e+03,7.1583e-01,5.4975e-02
1.6982e+03,7.1707e-01,5.4784e-02
1.7579e+03,7.1831e-01,5.4595e-02
1.8197e+03,7.1955e-01,5.4409e-02
1.8836e+03,7.2078e-01,5.4224e-02
1.9498e+03,7.2200e-01,5.4042e-02
2.0184e+03,7.2322e-01,5.3862e-02
2.0893e+03,7.2444e-01,5.3685e-02
2.1627e+03,7.2565e-01,5.3509e-02
2.2387e+03,7.2686e-01,5.3336e-02
2.3174e+03,7.2806e-01,5.3164e-02
2.3988e+03,7.2926e-01,5.2995e-02
2.4831e+03,7.3046e-01,5.2827e-02
2.5704e+03,7.3165e-01,5.2662e-02
2.6607e+03,7.3284e-01,5.2498e-02
2.7542e+03,7.3402e-01,5.2337e-02
2.8510e+03,7.3520e-01,5.2177e-02
2.9512e+03,7.3637e-01,5.2020e-02
3.0549e+03,7.3755e-01,5.1864e-02
3.1623e+03,7.3871e-01,5.1710e-02
3.2734e+03,7.3988e-01,5.1558e-02
3.3884e+03,7.4104e-01,5.1407e-02
3.5075e+03,7.4219e-01,5.1258e-02
3.6308e+03,7.4335e-01,5.1111e-02
3.7584e+03,7.4450e-01,5.0966e-02
3.8905e+03,7.4564e-01,5.0822e-02
4.0272e+03,7.4679e-01,5.0680e-02
4.1687e+03,7.4792e-01,5.0540e-02
4.3152e+03,7.4906e-01,5.0401e-02
4.4668e+03,7.5019e-01,5.0264e-02
4.6238e+03,7.5132e-01,5.0128e-02
4.7863e+03,7.5245e-01,4.9994e-02
4.9545e+03,7.5357e-01,4.9861e-02
5.1286e+03,7.5469e-01,4.9730e-02
5.3088e+03,7.5581e-01,4.9600e-02
5.4954e+03,7.5692e-01,4.9471e-02
5.6885e+03,7.5803e-01,4.9344e-02
5.8884e+03,7.5914e-01,4.9219e-02
6.0954e+03,7.6024e-01,4.9094e-02
6.3096e+03,7.6134e-01,4.8971e-02
6.5313e+03,7.6244e-01,4.8849e-02
6.7608e+03,7.6353e-01,4.8728e-02
6.9984e+03,7.6463e-01,4.8609e-02
7.2444e+03,7.6572e-01,4.8491e-02
7.4989e+03,7.6680e-01,4.8373e-02
7.7625e+03,7.6789e-01,4.8258e-02
8.0353e+03,7.6897e-01,4.8143e-02
8.3176e+03,7.7005e-01,4.8029e-02
8.6099e+03,7.7112e-01,4.7916e-02
8.9125e+03,7.7219e-01,4.7804e-02
9.2257e+03,7.7326e-01,4.7694e-02
9.5499e+03,7.7433e-01,4.7584e-02
9.8855e+03,7.7540e-01,4.7475e-02
1.0233e+04,7.7646e-01,4.7367e-02
1.0593e+04,7.7752e-01,4.7261e-02
1.0965e+04,7.7858e-01,4.7155e-02
1.1350e+04,7.7963e-01,4.7049e-02
1.1749e+04,7.8068e-01,4.6945e-02
1.2162e+04,7.8173e-01,4.6842e-02
1.2589e+04,7.8278e-01,4.6739e-02
1.3032e+04,7.8383e-01,4.6637e-02
1.3490e+04,7.8487e-01,4.6536e-02
1.3964e+04,7.8591e-01,4.6435e-02
1.4454e+04,7.8695e-01,4.6335e-02
1.4962e+04,7.8798e-01,4.6236e-02
1.5488e+04,7.8902e-01,4.6138e-02
1.6032e+04,7.9005e-01,4.6040e-02
1.6596e+04,7.9107e-01,4.5942e-02
1.7179e+04,7.9210e-01,4.5846e-02
1.7783e+04,7.9313e-01,4.5749e-02
1.8408e+04,7.9415e-01,4.5654e-02
1.9055e+04,7.9517e-01,4.5559e-02
1.9724e+04,7.9618e-01,4.5464e-02
2.0417e+04,7.9720e-01,4.5370e-02
2.1135e+04,7.9821e-01,4.5276e-02
2.1878e+04,7.9922e-01,4.5183e-02
2.2646e+04,8.0023e-01,4.5090e-02
2.3442e+04,8.0124e-01,4.4997e-02
2.4266e+04,8.0224e-01,4.4905e-02
2.5119e+04,8.0324e-01,4.4813e-02
2.6002e+04,8.0425e-01,4.4722e-02
2.6915e+04,8.0524e-01,4.4631e-02
2.7861e+04,8.0624e-01,4.4540e-02
2.8840e+04,8.0723e-01,4.4449e-02
2.9854e+04,8.0822e-01,4.4358e-02
3.0903e+04,8.0921e-01,4.4268e-02
3.1989e+04,8.1020e-01,4.4178e-02
3.3113e+04,8.1119e-01,4.4088e-02
3.4277e+04,8.1217e-01,4.3999e-02
3.5481e+04,8.1315e-01,4.3909e-02
3.6728e+04,8.1413e-01,4.3820e-02
3.8019e+04,8.1511e-01,4.3730e-02
3.9355e+04,8.1608e-01,4.3641e-02
4.0738e+04,8.1706e-01,4.3552e-02
4.2170e+04,8.1803e-01,4.3463e-02
4.3652e+04,8.1900e-01,4.3374e-02
4.5186e+04,8.1997e-01,4.3285e-02
4.6774e+04,8.2093e-01,4.3196e-02
4.8417e+04,8.2189e-01,4.3107e-02
5.0119e+04,8.2285e-01,4.3018e-02
