   f   ,G_stor ,G_loss 
1.7179e-02,2.3514e-03,1.5491e-02
1.7783e-02,2.4807e-03,1.5993e-02
1.8408e-02,2.6168e-03,1.6510e-02
1.9055e-02,2.7602e-03,1.7041e-02
1.9724e-02,2.9112e-03,1.7589e-02
2.0417e-02,3.0701e-03,1.8153e-02
2.1135e-02,3.2373e-03,1.8733e-02
2.1878e-02,3.4134e-03,1.9330e-02
2.2646e-02,3.5986e-03,1.9944e-02
2.3442e-02,3.7935e-03,2.0576e-02
2.4266e-02,3.9984e-03,2.1226e-02
2.5119e-02,4.2140e-03,2.1894e-02
2.6002e-02,4.4406e-03,2.2581e-02
2.6915e-02,4.6789e-03,2.3287e-02
2.7861e-02,4.9293e-03,2.4013e-02
2.8840e-02,5.1924e-03,2.4758e-02
2.9854e-02,5.4689e-03,2.5524e-02
3.0903e-02,5.7593e-03,2.6310e-02
3.1989e-02,6.0642e-03,2.7117e-02
3.3113e-02,6.3844e-03,2.7945e-02
3.4277e-02,6.7204e-03,2.8794e-02
3.5481e-02,7.0731e-03,2.9666e-02
3.6728e-02,7.4431e-03,3.0560e-02
3.8019e-02,7.8311e-03,3.1476e-02
3.9355e-02,8.2380e-03,3.2415e-02
4.0738e-02,8.6645e-03,3.3377e-02
4.2170e-02,9.1115e-03,3.4362e-02
4.3652e-02,9.5797e-03,3.5371e-02
4.5186e-02,1.0070e-02,3.6403e-02
4.6774e-02,1.0584e-02,3.7460e-02
4.8417e-02,1.1121e-02,3.8540e-02
5.0119e-02,1.1684e-02,3.9644e-02
5.1880e-02,1.2272e-02,4.0773e-02
5.3703e-02,1.2887e-02,4.1926e-02
5.5590e-02,1.3530e-02,4.3103e-02
5.7544e-02,1.4202e-02,4.4305e-02
5.9566e-02,1.4903e-02,4.5531e-02
6.1660e-02,1.5636e-02,4.6782e-02
6.3826e-02,1.6401e-02,4.8056e-02
6.6069e-02,1.7199e-02,4.9354e-02
6.8391e-02,1.8030e-02,5.0677e-02
7.0795e-02,1.8898e-02,5.2022e-02
7.3282e-02,1.9801e-02,5.3391e-02
7.5858e-02,2.0742e-02,5.4783e-02
7.8524e-02,2.1722e-02,5.6198e-02
8.1283e-02,2.2742e-02,5.7634e-02
8.4140e-02,2.3802e-02,5.9093e-02
8.7096e-02,2.4904e-02,6.0572e-02
9.0157e-02,2.6050e-02,6.2071e-02
9.3325e-02,2.7239e-02,6.3591e-02
9.6605e-02,2.8474e-02,6.5129e-02
1.0000e-01,2.9755e-02,6.6686e-02
1.0351e-01,3.1083e-02,6.8260e-02
1.0715e-01,3.2460e-02,6.9851e-02
1.1092e-01,3.3886e-02,7.1457e-02
1.1482e-01,3.5362e-02,7.3078e-02
1.1885e-01,3.6890e-02,7.4712e-02
1.2303e-01,3.8469e-02,7.6359e-02
1.2735e-01,4.0101e-02,7.8017e-02
1.3183e-01,4.1787e-02,7.9685e-02
1.3646e-01,4.3527e-02,8.1361e-02
1.4125e-01,4.5322e-02,8.3045e-02
1.4622e-01,4.7173e-02,8.4735e-02
1.5136e-01,4.9080e-02,8.6429e-02
1.5668e-01,5.1043e-02,8.8127e-02
1.6218e-01,5.3064e-02,8.9826e-02
1.6788e-01,5.5142e-02,9.1525e-02
1.7378e-01,5.7277e-02,9.3222e-02
1.7989e-01,5.9470e-02,9.4917e-02
1.8621e-01,6.1721e-02,9.6606e-02
1.9275e-01,6.4030e-02,9.8289e-02
1.9953e-01,6.6396e-02,9.9965e-02
2.0654e-01,6.8820e-02,1.0163e-01
2.1380e-01,7.1302e-02,1.0328e-01
2.2131e-01,7.3840e-02,1.0492e-01
2.2909e-01,7.6435e-02,1.0655e-01
2.3714e-01,7.9086e-02,1.0816e-01
2.4547e-01,8.1793e-02,1.0975e-01
2.5410e-01,8.4554e-02,1.1133e-01
2.6303e-01,8.7369e-02,1.1288e-01
2.7227e-01,9.0237e-02,1.1441e-01
2.8184e-01,9.3158e-02,1.1591e-01
2.9174e-01,9.6129e-02,1.1739e-01
3.0200e-01,9.9151e-02,1.1884e-01
3.1261e-01,1.0222e-01,1.2027e-01
3.2359e-01,1.0534e-01,1.2166e-01
3.3497e-01,1.0850e-01,1.2302e-01
3.4674e-01,1.1171e-01,1.2435e-01
3.5892e-01,1.1497e-01,1.2565e-01
3.7154e-01,1.1826e-01,1.2692e-01
3.8459e-01,1.2160e-01,1.2815e-01
3.9811e-01,1.2497e-01,1.2934e-01
4.1210e-01,1.2838e-01,1.3049e-01
4.2658e-01,1.3183e-01,1.3161e-01
4.4157e-01,1.3531e-01,1.3269e-01
4.5709e-01,1.3883e-01,1.3373e-01
4.7315e-01,1.4237e-01,1.3474e-01
4.8978e-01,1.4595e-01,1.3570e-01
5.0699e-01,1.4955e-01,1.3662e-01
5.2481e-01,1.5318e-01,1.3750e-01
5.4325e-01,1.5683e-01,1.3835e-01
5.6234e-01,1.6050e-01,1.3915e-01
5.8210e-01,1.6419e-01,1.3991e-01
6.0256e-01,1.6791e-01,1.4063e-01
6.2373e-01,1.7164e-01,1.4131e-01
6.4565e-01,1.7538e-01,1.4194e-01
6.6834e-01,1.7914e-01,1.4254e-01
6.9183e-01,1.8291e-01,1.4310e-01
7.1614e-01,1.8670e-01,1.4362e-01
7.4131e-01,1.9049e-01,1.4410e-01
7.6736e-01,1.9429e-01,1.4454e-01
7.9433e-01,1.9810e-01,1.4495e-01
8.2224e-01,2.0191e-01,1.4531e-01
8.5114e-01,2.0572e-01,1.4564e-01
8.8105e-01,2.0954e-01,1.4593e-01
9.1201e-01,2.1336e-01,1.4619e-01
9.4406e-01,2.1718e-01,1.4641e-01
9.7724e-01,2.2099e-01,1.4660e-01
1.0116e+00,2.2481e-01,1.4675e-01
1.0471e+00,2.2862e-01,1.4688e-01
1.0839e+00,2.3243e-01,1.4696e-01
1.1220e+00,2.3623e-01,1.4702e-01
1.1614e+00,2.4002e-01,1.4705e-01
1.2023e+00,2.4381e-01,1.4705e-01
1.2445e+00,2.4759e-01,1.4702e-01
1.2882e+00,2.5136e-01,1.4696e-01
1.3335e+00,2.5512e-01,1.4687e-01
1.3804e+00,2.5888e-01,1.4676e-01
1.4289e+00,2.6262e-01,1.4662e-01
1.4791e+00,2.6634e-01,1.4646e-01
1.5311e+00,2.7006e-01,1.4627e-01
1.5849e+00,2.7376e-01,1.4607e-01
1.6406e+00,2.7746e-01,1.4583e-01
1.6982e+00,2.8113e-01,1.4558e-01
1.7579e+00,2.8480e-01,1.4531e-01
1.8197e+00,2.8844e-01,1.4502e-01
1.8836e+00,2.9208e-01,1.4471e-01
1.9498e+00,2.9569e-01,1.4438e-01
2.0184e+00,2.9930e-01,1.4403e-01
2.0893e+00,3.0288e-01,1.4367e-01
2.1627e+00,3.0646e-01,1.4329e-01
2.2387e+00,3.1001e-01,1.4289e-01
2.3174e+00,3.1355e-01,1.4248e-01
2.3988e+00,3.1707e-01,1.4206e-01
2.4831e+00,3.2057e-01,1.4162e-01
2.5704e+00,3.2406e-01,1.4117e-01
2.6607e+00,3.2753e-01,1.4071e-01
2.7542e+00,3.3098e-01,1.4024e-01
2.8510e+00,3.3442e-01,1.3975e-01
2.9512e+00,3.3784e-01,1.3926e-01
3.0549e+00,3.4124e-01,1.3875e-01
3.1623e+00,3.4462e-01,1.3824e-01
3.2734e+00,3.4799e-01,1.3772e-01
3.3884e+00,3.5133e-01,1.3719e-01
3.5075e+00,3.5466e-01,1.3665e-01
3.6308e+00,3.5798e-01,1.3610e-01
3.7584e+00,3.6127e-01,1.3555e-01
3.8905e+00,3.6455e-01,1.3499e-01
4.0272e+00,3.6781e-01,1.3442e-01
4.1687e+00,3.7105e-01,1.3385e-01
4.3152e+00,3.7428e-01,1.3328e-01
4.4668e+00,3.7748e-01,1.3270e-01
4.6238e+00,3.8067e-01,1.3211e-01
4.7863e+00,3.8385e-01,1.3152e-01
4.9545e+00,3.8700e-01,1.3092e-01
5.1286e+00,3.9014e-01,1.3033e-01
5.3088e+00,3.9326e-01,1.2973e-01
5.4954e+00,3.9636e-01,1.2912e-01
5.6885e+00,3.9945e-01,1.2851e-01
5.8884e+00,4.0252e-01,1.2790e-01
6.0954e+00,4.0557e-01,1.2729e-01
6.3096e+00,4.0860e-01,1.2668e-01
6.5313e+00,4.1162e-01,1.2606e-01
6.7608e+00,4.1462e-01,1.2545e-01
6.9984e+00,4.1760e-01,1.2483e-01
7.2444e+00,4.2057e-01,1.2421e-01
7.4989e+00,4.2352e-01,1.2359e-01
7.7625e+00,4.2646e-01,1.2296e-01
8.0353e+00,4.2938e-01,1.2234e-01
8.3176e+00,4.3228e-01,1.2172e-01
8.6099e+00,4.3516e-01,1.2110e-01
8.9125e+00,4.3803e-01,1.2047e-01
9.2257e+00,4.4088e-01,1.1985e-01
9.5499e+00,4.4372e-01,1.1923e-01
9.8855e+00,4.4654e-01,1.1861e-01
1.0233e+01,4.4935e-01,1.1798e-01
1.0593e+01,4.5213e-01,1.1736e-01
1.0965e+01,4.5491e-01,1.1674e-01
1.1350e+01,4.5767e-01,1.1612e-01
1.1749e+01,4.6041e-01,1.1550e-01
1.2162e+01,4.6313e-01,1.1488e-01
1.2589e+01,4.6584e-01,1.1427e-01
1.3032e+01,4.6854e-01,1.1365e-01
1.3490e+01,4.7122e-01,1.1303e-01
1.3964e+01,4.7388e-01,1.1242e-01
1.4454e+01,4.7653e-01,1.1181e-01
1.4962e+01,4.7917e-01,1.1120e-01
1.5488e+01,4.8178e-01,1.1059e-01
1.6032e+01,4.8439e-01,1.0998e-01
1.6596e+01,4.8698e-01,1.0938e-01
1.7179e+01,4.8955e-01,1.0877e-01
1.7783e+01,4.9211e-01,1.0817e-01
1.8408e+01,4.9465e-01,1.0757e-01
1.9055e+01,4.9718e-01,1.0698e-01
1.9724e+01,4.9970e-01,1.0638e-01
2.0417e+01,5.0220e-01,1.0579e-01
2.1135e+01,5.0468e-01,1.0520e-01
2.1878e+01,5.0716e-01,1.0461e-01
2.2646e+01,5.0961e-01,1.0402e-01
2.3442e+01,5.1206e-01,1.0344e-01
2.4266e+01,5.1448e-01,1.0286e-01
2.5119e+01,5.1690e-01,1.0228e-01
2.6002e+01,5.1930e-01,1.0170e-01
2.6915e+01,5.2169e-01,1.0113e-01
2.7861e+01,5.2406e-01,1.0055e-01
2.8840e+01,5.2642e-01,9.9986e-02
2.9854e+01,5.2876e-01,9.9420e-02
3.0903e+01,5.3109e-01,9.8856e-02
3.1989e+01,5.3341e-01,9.8296e-02
3.3113e+01,5.3571e-01,9.7738e-02
3.4277e+01,5.3800e-01,9.7183e-02
3.5481e+01,5.4028e-01,9.6630e-02
3.6728e+01,5.4254e-01,9.6081e-02
3.8019e+01,5.4479e-01,9.5535e-02
3.9355e+01,5.4703e-01,9.4991e-02
4.0738e+01,5.4925e-01,9.4450e-02
4.2170e+01,5.5146e-01,9.3913e-02
4.3652e+01,5.5366e-01,9.3378e-02
4.5186e+01,5.5584e-01,9.2847e-02
4.6774e+01,5.5801e-01,9.2319e-02
4.8417e+01,5.6017e-01,9.1793e-02
5.0119e+01,5.6232e-01,9.1271e-02
5.1880e+01,5.6445e-01,9.0752e-02
5.3703e+01,5.6657e-01,9.0236e-02
5.5590e+01,5.6868e-01,8.9724e-02
5.7544e+01,5.7077e-01,8.9214e-02
5.9566e+01,5.7285e-01,8.8708e-02
6.1660e+01,5.7492e-01,8.8205e-02
6.3826e+01,5.7698e-01,8.7705e-02
6.6069e+01,5.7903e-01,8.7209e-02
6.8391e+01,5.8106e-01,8.6716e-02
7.0795e+01,5.8308e-01,8.6226e-02
7.3282e+01,5.8509e-01,8.5740e-02
7.5858e+01,5.8709e-01,8.5257e-02
7.8524e+01,5.8907e-01,8.4777e-02
8.1283e+01,5.9105e-01,8.4301e-02
8.4140e+01,5.9301e-01,8.3828e-02
8.7096e+01,5.9496e-01,8.3359e-02
9.0157e+01,5.9690e-01,8.2893e-02
9.3325e+01,5.9883e-01,8.2430e-02
9.6605e+01,6.0075e-01,8.1971e-02
1.0000e+02,6.0265e-01,8.1515e-02
1.0351e+02,6.0455e-01,8.1063e-02
1.0715e+02,6.0643e-01,8.0614e-02
1.1092e+02,6.0830e-01,8.0169e-02
1.1482e+02,6.1016e-01,7.9727e-02
1.1885e+02,6.1201e-01,7.9288e-02
1.2303e+02,6.1385e-01,7.8854e-02
1.2735e+02,6.1568e-01,7.8422e-02
1.3183e+02,6.1750e-01,7.7994e-02
1.3646e+02,6.1931e-01,7.7570e-02
1.4125e+02,6.2111e-01,7.7149e-02
1.4622e+02,6.2289e-01,7.6732e-02
1.5136e+02,6.2467e-01,7.6318e-02
1.5668e+02,6.2644e-01,7.5908e-02
1.6218e+02,6.2819e-01,7.5501e-02
1.6788e+02,6.2994e-01,7.5098e-02
1.7378e+02,6.3168e-01,7.4698e-02
1.7989e+02,6.3341e-01,7.4302e-02
1.8621e+02,6.3512e-01,7.3909e-02
1.9275e+02,6.3683e-01,7.3520e-02
1.9953e+02,6.3853e-01,7.3134e-02
2.0654e+02,6.4022e-01,7.2752e-02
2.1380e+02,6.4190e-01,7.2373e-02
2.2131e+02,6.4357e-01,7.1998e-02
2.2909e+02,6.4523e-01,7.1626e-02
2.3714e+02,6.4688e-01,7.1258e-02
2.4547e+02,6.4852e-01,7.0893e-02
2.5410e+02,6.5015e-01,7.0532e-02
2.6303e+02,6.5178e-01,7.0174e-02
2.7227e+02,6.5339e-01,6.9819e-02
2.8184e+02,6.5500e-01,6.9468e-02
2.9174e+02,6.5660e-01,6.9121e-02
3.0200e+02,6.5819e-01,6.8777e-02
3.1261e+02,6.5977e-01,6.8436e-02
3.2359e+02,6.6134e-01,6.8099e-02
3.3497e+02,6.6291e-01,6.7765e-02
3.4674e+02,6.6446e-01,6.7434e-02
3.5892e+02,6.6601e-01,6.7107e-02
3.7154e+02,6.6755e-01,6.6783e-02
3.8459e+02,6.6908e-01,6.6462e-02
3.9811e+02,6.7061e-01,6.6145e-02
4.1210e+02,6.7212e-01,6.5831e-02
4.2658e+02,6.7363e-01,6.5521e-02
4.4157e+02,6.7513e-01,6.5213e-02
4.5709e+02,6.7663e-01,6.4909e-02
4.7315e+02,6.7811e-01,6.4608e-02
4.8978e+02,6.7959e-01,6.4311e-02
5.0699e+02,6.8106e-01,6.4016e-02
5.2481e+02,6.8253e-01,6.3725e-02
5.4325e+02,6.8398e-01,6.3437e-02
5.6234e+02,6.8543e-01,6.3152e-02
5.8210e+02,6.8688e-01,6.2870e-02
6.0256e+02,6.8831e-01,6.2592e-02
6.2373e+02,6.8974e-01,6.2316e-02
6.4565e+02,6.9116e-01,6.2043e-02
6.6834e+02,6.9258e-01,6.1774e-02
6.9183e+02,6.9399e-01,6.1507e-02
7.1614e+02,6.9539e-01,6.1244e-02
7.4131e+02,6.9678e-01,6.0984e-02
7.6736e+02,6.9817e-01,6.0726e-02
7.9433e+02,6.9956e-01,6.0472e-02
8.2224e+02,7.0093e-01,6.0220e-02
8.5114e+02,7.0230e-01,5.9971e-02
8.8105e+02,7.0367e-01,5.9725e-02
9.1201e+02,7.0503e-01,5.9482e-02
9.4406e+02,7.0638e-01,5.9242e-02
9.7724e+02,7.0773e-01,5.9005e-02
1.0116e+03,7.0907e-01,5.8770e-02
1.0471e+03,7.1040e-01,5.8538e-02
1.0839e+03,7.1173e-01,5.8309e-02
1.1220e+03,7.1305e-01,5.8082e-02
1.1614e+03,7.1437e-01,5.7859e-02
1.2023e+03,7.1569e-01,5.7637e-02
1.2445e+03,7.1699e-01,5.7419e-02
1.2882e+03,7.1829e-01,5.7203e-02
1.3335e+03,7.1959e-01,5.6990e-02
1.3804e+03,7.2088e-01,5.6779e-02
1.4289e+03,7.2217e-01,5.6570e-02
1.4791e+03,7.2345e-01,5.6364e-02
1.5311e+03,7.2473e-01,5.6161e-02
1.5849e+03,7.2600e-01,5.5960e-02
1.6406e+03,7.2726e-01,5.5761e-02
1.6982e+03,7.2853e-01,5.5565e-02
1.7579e+03,7.2978e-01,5.5371e-02
1.8197e+03,7.3103e-01,5.5180e-02
1.8836e+03,7.3228e-01,5.4991e-02
1.9498e+03,7.3352e-01,5.4804e-02
2.0184e+03,7.3476e-01,5.4619e-02
2.0893e+03,7.3600e-01,5.4436e-02
2.1627e+03,7.3722e-01,5.4256e-02
2.2387e+03,7.3845e-01,5.4077e-02
2.3174e+03,7.3967e-01,5.3901e-02
2.3988e+03,7.4089e-01,5.3727e-02
2.4831e+03,7.4210e-01,5.3555e-02
2.5704e+03,7.4331e-01,5.3385e-02
2.6607e+03,7.4451e-01,5.3217e-02
2.7542e+03,7.4571e-01,5.3051e-02
2.8510e+03,7.4690e-01,5.2887e-02
2.9512e+03,7.4810e-01,5.2725e-02
3.0549e+03,7.4928e-01,5.2565e-02
3.1623e+03,7.5047e-01,5.2406e-02
3.2734e+03,7.5165e-01,5.2250e-02
3.3884e+03,7.5282e-01,5.2095e-02
3.5075e+03,7.5399e-01,5.1942e-02
3.6308e+03,7.5516e-01,5.1790e-02
3.7584e+03,7.5633e-01,5.1641e-02
3.8905e+03,7.5749e-01,5.1493e-02
4.0272e+03,7.5865e-01,5.1346e-02
4.1687e+03,7.5980e-01,5.1202e-02
4.3152e+03,7.6095e-01,5.1058e-02
4.4668e+03,7.6210e-01,5.0917e-02
4.6238e+03,7.6324e-01,5.0777e-02
4.7863e+03,7.6438e-01,5.0638e-02
4.9545e+03,7.6552e-01,5.0501e-02
5.1286e+03,7.6666e-01,5.0366e-02
5.3088e+03,7.6779e-01,5.0231e-02
5.4954e+03,7.6891e-01,5.0098e-02
5.6885e+03,7.7004e-01,4.9967e-02
5.8884e+03,7.7116e-01,4.9837e-02
6.0954e+03,7.7228e-01,4.9708e-02
6.3096e+03,7.7339e-01,4.9580e-02
6.5313e+03,7.7450e-01,4.9454e-02
6.7608e+03,7.7561e-01,4.9329e-02
6.9984e+03,7.7672e-01,4.9204e-02
7.2444e+03,7.7782e-01,4.9082e-02
7.4989e+03,7.7892e-01,4.8960e-02
7.7625e+03,7.8002e-01,4.8839e-02
8.0353e+03,7.8111e-01,4.8720e-02
8.3176e+03,7.8220e-01,4.8601e-02
8.6099e+03,7.8329e-01,4.8483e-02
8.9125e+03,7.8438e-01,4.8367e-02
9.2257e+03,7.8546e-01,4.8251e-02
9.5499e+03,7.8654e-01,4.8136e-02
9.8855e+03,7.8762e-01,4.8023e-02
1.0233e+04,7.8869e-01,4.7910e-02
1.0593e+04,7.8977e-01,4.7798e-02
1.0965e+04,7.9084e-01,4.7686e-02
1.1350e+04,7.9190e-01,4.7576e-02
1.1749e+04,7.9297e-01,4.7466e-02
1.2162e+04,7.9403e-01,4.7357e-02
1.2589e+04,7.9509e-01,4.7249e-02
1.3032e+04,7.9615e-01,4.7141e-02
1.3490e+04,7.9720e-01,4.7034e-02
1.3964e+04,7.9825e-01,4.6928e-02
1.4454e+04,7.9930e-01,4.6822e-02
1.4962e+04,8.0035e-01,4.6717e-02
1.5488e+04,8.0139e-01,4.6613e-02
1.6032e+04,8.0243e-01,4.6509e-02
1.6596e+04,8.0347e-01,4.6405e-02
1.7179e+04,8.0451e-01,4.6302e-02
1.7783e+04,8.0555e-01,4.6200e-02
1.8408e+04,8.0658e-01,4.6098e-02
1.9055e+04,8.0761e-01,4.5996e-02
1.9724e+04,8.0864e-01,4.5895e-02
2.0417e+04,8.0966e-01,4.5794e-02
2.1135e+04,8.1068e-01,4.5693e-02
2.1878e+04,8.1170e-01,4.5593e-02
2.2646e+04,8.1272e-01,4.5493e-02
2.3442e+04,8.1374e-01,4.5393e-02
2.4266e+04,8.1475e-01,4.5294e-02
2.5119e+04,8.1576e-01,4.5195e-02
2.6002e+04,8.1677e-01,4.5096e-02
2.6915e+04,8.1778e-01,4.4997e-02
2.7861e+04,8.1878e-01,4.4898e-02
2.8840e+04,8.1979e-01,4.4800e-02
2.9854e+04,8.2079e-01,4.4702e-02
3.0903e+04,8.2178e-01,4.4603e-02
3.1989e+04,8.2278e-01,4.4505e-02
3.3113e+04,8.2377e-01,4.4407e-02
3.4277e+04,8.2476e-01,4.4309e-02
3.5481e+04,8.2575e-01,4.4211e-02
3.6728e+04,8.2674e-01,4.4113e-02
3.8019e+04,8.2772e-01,4.4015e-02
3.9355e+04,8.2871e-01,4.3917e-02
4.0738e+04,8.2969e-01,4.3819e-02
4.2170e+04,8.3066e-01,4.3721e-02
4.3652e+04,8.3164e-01,4.3622e-02
4.5186e+04,8.3261e-01,4.3524e-02
4.6774e+04,8.3358e-01,4.3426e-02
4.8417e+04,8.3455e-01,4.3327e-02
5.0119e+04,8.3552e-01,4.3228e-02
