tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,9.051993751819404e-05,0.99988,9.050907512569185e-05
9.80152867273261e-12,0.00019751360202899633,0.99988,0.00019748990039675286
6.03625389623343e-11,0.0005114681033661998,0.99988,0.0005114067271937958
3.7174161632775517e-10,0.0012538246567654079,0.99988,0.001253674197806596
2.2893640939166037e-09,0.003075401031803844,0.99988,0.0030750319836800274
1.4099007817147516e-08,0.006965088654464033,0.99988,0.006964252843825497
8.682848741993625e-08,0.0135714290648032,0.99988,0.013569800493315423
5.347316864713845e-07,0.02282676851790101,0.99988,0.022824029305678863
3.297434470384084e-06,0.03378058669065412,0.99988,0.03377653302025124
2.0289503592954872e-05,0.047425271128391476,0.99988,0.04741958009585607
0.00012490560981536866,0.06866804045211429,0.99988,0.06865980028726004
0.0007691866452996274,0.10386313202145346,0.99988,0.10385066844561089
0.004737012046299069,0.15437779594296616,0.99988,0.154359270607453
0.029172793980387093,0.20337449387611306,0.99988,0.20335008893684792
0.17966013070634726,0.2499627647116901,0.99988,0.24993276917992469
1.10643369909355,0.088998121832206,0.99988,0.08898744205758613
6.813952142756727,0.0,0.99988,0.0
41.96360237406241,0.0007784555887275983,0.99988,0.000778362174056951
258.4320945195246,0.00013848634538606076,0.99988,0.00013846972702461443
1591.5494309189535,0.0,0.99988,0.0
