   f   ,G_stor ,G_loss 
2.4547e+02,6.7826e-01,7.4189e-02
2.5410e+02,6.7997e-01,7.3773e-02
2.6303e+02,6.8168e-01,7.3361e-02
2.7227e+02,6.8337e-01,7.2953e-02
2.8184e+02,6.8506e-01,7.2548e-02
2.9174e+02,6.8673e-01,7.2147e-02
3.0200e+02,6.8840e-01,7.1749e-02
3.1261e+02,6.9005e-01,7.1355e-02
3.2359e+02,6.9170e-01,7.0965e-02
3.3497e+02,6.9333e-01,7.0578e-02
3.4674e+02,6.9496e-01,7.0195e-02
3.5892e+02,6.9658e-01,6.9816e-02
3.7154e+02,6.9818e-01,6.9440e-02
3.8459e+02,6.9978e-01,6.9068e-02
3.9811e+02,7.0137e-01,6.8699e-02
4.1210e+02,7.0295e-01,6.8334e-02
4.2658e+02,7.0452e-01,6.7972e-02
4.4157e+02,7.0608e-01,6.7614e-02
4.5709e+02,7.0764e-01,6.7259e-02
4.7315e+02,7.0918e-01,6.6908e-02
4.8978e+02,7.1072e-01,6.6561e-02
5.0699e+02,7.1225e-01,6.6217e-02
5.2481e+02,7.1376e-01,6.5876e-02
5.4325e+02,7.1527e-01,6.5539e-02
5.6234e+02,7.1678e-01,6.5205e-02
5.8210e+02,7.1827e-01,6.4875e-02
6.0256e+02,7.1976e-01,6.4548e-02
6.2373e+02,7.2123e-01,6.4224e-02
6.4565e+02,7.2270e-01,6.3904e-02
6.6834e+02,7.2417e-01,6.3587e-02
6.9183e+02,7.2562e-01,6.3274e-02
7.1614e+02,7.2707e-01,6.2963e-02
7.4131e+02,7.2851e-01,6.2656e-02
7.6736e+02,7.2994e-01,6.2353e-02
7.9433e+02,7.3136e-01,6.2052e-02
8.2224e+02,7.3278e-01,6.1755e-02
8.5114e+02,7.3419e-01,6.1460e-02
8.8105e+02,7.3559e-01,6.1169e-02
9.1201e+02,7.3698e-01,6.0881e-02
9.4406e+02,7.3837e-01,6.0597e-02
9.7724e+02,7.3975e-01,6.0315e-02
1.0116e+03,7.4113e-01,6.0036e-02
1.0471e+03,7.4249e-01,5.9760e-02
1.0839e+03,7.4385e-01,5.9488e-02
1.1220e+03,7.4521e-01,5.9218e-02
1.1614e+03,7.4655e-01,5.8951e-02
1.2023e+03,7.4789e-01,5.8687e-02
1.2445e+03,7.4923e-01,5.8426e-02
1.2882e+03,7.5056e-01,5.8168e-02
1.3335e+03,7.5188e-01,5.7913e-02
1.3804e+03,7.5319e-01,5.7660e-02
1.4289e+03,7.5450e-01,5.7410e-02
1.4791e+03,7.5581e-01,5.7163e-02
1.5311e+03,7.5710e-01,5.6919e-02
1.5849e+03,7.5839e-01,5.6677e-02
1.6406e+03,7.5968e-01,5.6438e-02
1.6982e+03,7.6096e-01,5.6202e-02
1.7579e+03,7.6223e-01,5.5968e-02
1.8197e+03,7.6350e-01,5.5737e-02
1.8836e+03,7.6476e-01,5.5508e-02
1.9498e+03,7.6602e-01,5.5282e-02
2.0184e+03,7.6727e-01,5.5058e-02
2.0893e+03,7.6852e-01,5.4837e-02
2.1627e+03,7.6976e-01,5.4618e-02
2.2387e+03,7.7099e-01,5.4402e-02
2.3174e+03,7.7222e-01,5.4187e-02
2.3988e+03,7.7345e-01,5.3975e-02
2.4831e+03,7.7467e-01,5.3766e-02
2.5704e+03,7.7588e-01,5.3558e-02
2.6607e+03,7.7709e-01,5.3353e-02
2.7542e+03,7.7830e-01,5.3150e-02
2.8510e+03,7.7950e-01,5.2950e-02
2.9512e+03,7.8069e-01,5.2751e-02
3.0549e+03,7.8188e-01,5.2554e-02
3.1623e+03,7.8307e-01,5.2360e-02
3.2734e+03,7.8425e-01,5.2167e-02
3.3884e+03,7.8543e-01,5.1976e-02
3.5075e+03,7.8660e-01,5.1788e-02
3.6308e+03,7.8777e-01,5.1601e-02
3.7584e+03,7.8893e-01,5.1416e-02
3.8905e+03,7.9009e-01,5.1233e-02
4.0272e+03,7.9124e-01,5.1052e-02
4.1687e+03,7.9239e-01,5.0873e-02
4.3152e+03,7.9354e-01,5.0695e-02
4.4668e+03,7.9468e-01,5.0519e-02
4.6238e+03,7.9581e-01,5.0345e-02
4.7863e+03,7.9695e-01,5.0172e-02
4.9545e+03,7.9808e-01,5.0002e-02
5.1286e+03,7.9920e-01,4.9832e-02
5.3088e+03,8.0032e-01,4.9664e-02
5.4954e+03,8.0144e-01,4.9498e-02
5.6885e+03,8.0255e-01,4.9333e-02
5.8884e+03,8.0366e-01,4.9170e-02
6.0954e+03,8.0476e-01,4.9008e-02
6.3096e+03,8.0586e-01,4.8848e-02
6.5313e+03,8.0696e-01,4.8689e-02
6.7608e+03,8.0806e-01,4.8531e-02
6.9984e+03,8.0915e-01,4.8374e-02
7.2444e+03,8.1023e-01,4.8219e-02
7.4989e+03,8.1131e-01,4.8065e-02
7.7625e+03,8.1239e-01,4.7913e-02
8.0353e+03,8.1347e-01,4.7761e-02
8.3176e+03,8.1454e-01,4.7611e-02
8.6099e+03,8.1561e-01,4.7461e-02
8.9125e+03,8.1667e-01,4.7313e-02
9.2257e+03,8.1773e-01,4.7166e-02
9.5499e+03,8.1879e-01,4.7020e-02
9.8855e+03,8.1985e-01,4.6875e-02
1.0233e+04,8.2090e-01,4.6731e-02
1.0593e+04,8.2194e-01,4.6588e-02
1.0965e+04,8.2299e-01,4.6445e-02
1.1350e+04,8.2403e-01,4.6304e-02
1.1749e+04,8.2507e-01,4.6163e-02
1.2162e+04,8.2610e-01,4.6024e-02
1.2589e+04,8.2713e-01,4.5885e-02
1.3032e+04,8.2816e-01,4.5746e-02
1.3490e+04,8.2918e-01,4.5609e-02
1.3964e+04,8.3020e-01,4.5472e-02
1.4454e+04,8.3122e-01,4.5336e-02
1.4962e+04,8.3224e-01,4.5201e-02
1.5488e+04,8.3325e-01,4.5066e-02
1.6032e+04,8.3426e-01,4.4932e-02
1.6596e+04,8.3526e-01,4.4799e-02
1.7179e+04,8.3627e-01,4.4666e-02
1.7783e+04,8.3727e-01,4.4533e-02
1.8408e+04,8.3826e-01,4.4401e-02
1.9055e+04,8.3926e-01,4.4270e-02
1.9724e+04,8.4025e-01,4.4139e-02
2.0417e+04,8.4123e-01,4.4008e-02
2.1135e+04,8.4222e-01,4.3878e-02
2.1878e+04,8.4320e-01,4.3748e-02
2.2646e+04,8.4418e-01,4.3619e-02
2.3442e+04,8.4515e-01,4.3489e-02
2.4266e+04,8.4613e-01,4.3361e-02
2.5119e+04,8.4710e-01,4.3232e-02
2.6002e+04,8.4806e-01,4.3104e-02
2.6915e+04,8.4903e-01,4.2976e-02
2.7861e+04,8.4999e-01,4.2848e-02
2.8840e+04,8.5094e-01,4.2720e-02
2.9854e+04,8.5190e-01,4.2593e-02
3.0903e+04,8.5285e-01,4.2465e-02
3.1989e+04,8.5380e-01,4.2338e-02
3.3113e+04,8.5475e-01,4.2211e-02
3.4277e+04,8.5569e-01,4.2084e-02
3.5481e+04,8.5663e-01,4.1957e-02
3.6728e+04,8.5757e-01,4.1831e-02
3.8019e+04,8.5850e-01,4.1704e-02
3.9355e+04,8.5943e-01,4.1577e-02
4.0738e+04,8.6036e-01,4.1450e-02
4.2170e+04,8.6129e-01,4.1323e-02
4.3652e+04,8.6221e-01,4.1197e-02
4.5186e+04,8.6313e-01,4.1070e-02
4.6774e+04,8.6405e-01,4.0943e-02
4.8417e+04,8.6496e-01,4.0816e-02
5.0119e+04,8.6588e-01,4.0689e-02
