   f   ,G_stor ,G_loss 
3.2734e-03,1.6726e-04,3.1691e-03
3.3884e-03,1.7682e-04,3.2780e-03
3.5075e-03,1.8692e-04,3.3906e-03
3.6308e-03,1.9759e-04,3.5070e-03
3.7584e-03,2.0886e-04,3.6273e-03
3.8905e-03,2.2077e-04,3.7516e-03
4.0272e-03,2.3336e-04,3.8801e-03
4.1687e-03,2.4666e-04,4.0130e-03
4.3152e-03,2.6071e-04,4.1503e-03
4.4668e-03,2.7555e-04,4.2922e-03
4.6238e-03,2.9123e-04,4.4388e-03
4.7863e-03,3.0779e-04,4.5904e-03
4.9545e-03,3.2529e-04,4.7470e-03
5.1286e-03,3.4377e-04,4.9088e-03
5.3088e-03,3.6330e-04,5.0760e-03
5.4954e-03,3.8392e-04,5.2488e-03
5.6885e-03,4.0569e-04,5.4273e-03
5.8884e-03,4.2869e-04,5.6117e-03
6.0954e-03,4.5298e-04,5.8022e-03
6.3096e-03,4.7863e-04,5.9990e-03
6.5313e-03,5.0571e-04,6.2023e-03
6.7608e-03,5.3431e-04,6.4123e-03
6.9984e-03,5.6450e-04,6.6291e-03
7.2444e-03,5.9637e-04,6.8531e-03
7.4989e-03,6.3002e-04,7.0844e-03
7.7625e-03,6.6554e-04,7.3232e-03
8.0353e-03,7.0304e-04,7.5698e-03
8.3176e-03,7.4261e-04,7.8244e-03
8.6099e-03,7.8437e-04,8.0873e-03
8.9125e-03,8.2845e-04,8.3587e-03
9.2257e-03,8.7496e-04,8.6388e-03
9.5499e-03,9.2404e-04,8.9279e-03
9.8855e-03,9.7582e-04,9.2263e-03
1.0233e-02,1.0304e-03,9.5343e-03
1.0593e-02,1.0881e-03,9.8521e-03
1.0965e-02,1.1489e-03,1.0180e-02
1.1350e-02,1.2130e-03,1.0518e-02
1.1749e-02,1.2806e-03,1.0867e-02
1.2162e-02,1.3519e-03,1.1227e-02
1.2589e-02,1.4271e-03,1.1599e-02
1.3032e-02,1.5063e-03,1.1981e-02
1.3490e-02,1.5899e-03,1.2376e-02
1.3964e-02,1.6780e-03,1.2783e-02
1.4454e-02,1.7708e-03,1.3203e-02
1.4962e-02,1.8687e-03,1.3636e-02
1.5488e-02,1.9718e-03,1.4082e-02
1.6032e-02,2.0804e-03,1.4541e-02
1.6596e-02,2.1948e-03,1.5015e-02
1.7179e-02,2.3153e-03,1.5503e-02
1.7783e-02,2.4423e-03,1.6005e-02
1.8408e-02,2.5760e-03,1.6523e-02
1.9055e-02,2.7167e-03,1.7056e-02
1.9724e-02,2.8649e-03,1.7605e-02
2.0417e-02,3.0209e-03,1.8170e-02
2.1135e-02,3.1850e-03,1.8752e-02
2.1878e-02,3.3577e-03,1.9351e-02
2.2646e-02,3.5395e-03,1.9967e-02
2.3442e-02,3.7306e-03,2.0601e-02
2.4266e-02,3.9317e-03,2.1253e-02
2.5119e-02,4.1431e-03,2.1923e-02
2.6002e-02,4.3654e-03,2.2613e-02
2.6915e-02,4.5990e-03,2.3321e-02
2.7861e-02,4.8446e-03,2.4050e-02
2.8840e-02,5.1026e-03,2.4798e-02
2.9854e-02,5.3736e-03,2.5567e-02
3.0903e-02,5.6583e-03,2.6357e-02
3.1989e-02,5.9572e-03,2.7168e-02
3.3113e-02,6.2711e-03,2.8000e-02
3.4277e-02,6.6004e-03,2.8855e-02
3.5481e-02,6.9461e-03,2.9731e-02
3.6728e-02,7.3087e-03,3.0631e-02
3.8019e-02,7.6890e-03,3.1553e-02
3.9355e-02,8.0877e-03,3.2498e-02
4.0738e-02,8.5057e-03,3.3467e-02
4.2170e-02,8.9437e-03,3.4460e-02
4.3652e-02,9.4027e-03,3.5476e-02
4.5186e-02,9.8833e-03,3.6517e-02
4.6774e-02,1.0387e-02,3.7583e-02
4.8417e-02,1.0913e-02,3.8673e-02
5.0119e-02,1.1465e-02,3.9788e-02
5.1880e-02,1.2041e-02,4.0928e-02
5.3703e-02,1.2644e-02,4.2094e-02
5.5590e-02,1.3275e-02,4.3284e-02
5.7544e-02,1.3933e-02,4.4500e-02
5.9566e-02,1.4622e-02,4.5741e-02
6.1660e-02,1.5340e-02,4.7008e-02
6.3826e-02,1.6090e-02,4.8300e-02
6.6069e-02,1.6873e-02,4.9617e-02
6.8391e-02,1.7690e-02,5.0959e-02
7.0795e-02,1.8541e-02,5.2326e-02
7.3282e-02,1.9428e-02,5.3718e-02
7.5858e-02,2.0352e-02,5.5134e-02
7.8524e-02,2.1315e-02,5.6574e-02
8.1283e-02,2.2316e-02,5.8039e-02
8.4140e-02,2.3359e-02,5.9526e-02
8.7096e-02,2.4442e-02,6.1036e-02
9.0157e-02,2.5569e-02,6.2569e-02
9.3325e-02,2.6739e-02,6.4124e-02
9.6605e-02,2.7955e-02,6.5700e-02
1.0000e-01,2.9216e-02,6.7296e-02
1.0351e-01,3.0525e-02,6.8912e-02
1.0715e-01,3.1882e-02,7.0547e-02
1.1092e-01,3.3288e-02,7.2201e-02
1.1482e-01,3.4745e-02,7.3871e-02
1.1885e-01,3.6253e-02,7.5558e-02
1.2303e-01,3.7813e-02,7.7260e-02
1.2735e-01,3.9426e-02,7.8976e-02
1.3183e-01,4.1094e-02,8.0706e-02
1.3646e-01,4.2816e-02,8.2447e-02
1.4125e-01,4.4594e-02,8.4198e-02
1.4622e-01,4.6428e-02,8.5959e-02
1.5136e-01,4.8320e-02,8.7728e-02
1.5668e-01,5.0269e-02,8.9503e-02
1.6218e-01,5.2276e-02,9.1284e-02
1.6788e-01,5.4342e-02,9.3068e-02
1.7378e-01,5.6467e-02,9.4855e-02
1.7989e-01,5.8651e-02,9.6642e-02
1.8621e-01,6.0895e-02,9.8428e-02
1.9275e-01,6.3199e-02,1.0021e-01
1.9953e-01,6.5563e-02,1.0199e-01
2.0654e-01,6.7987e-02,1.0377e-01
2.1380e-01,7.0471e-02,1.0553e-01
2.2131e-01,7.3015e-02,1.0729e-01
2.2909e-01,7.5618e-02,1.0904e-01
2.3714e-01,7.8280e-02,1.1077e-01
2.4547e-01,8.1002e-02,1.1249e-01
2.5410e-01,8.3781e-02,1.1419e-01
2.6303e-01,8.6618e-02,1.1588e-01
2.7227e-01,8.9513e-02,1.1755e-01
2.8184e-01,9.2464e-02,1.1920e-01
2.9174e-01,9.5470e-02,1.2082e-01
3.0200e-01,9.8531e-02,1.2243e-01
3.1261e-01,1.0165e-01,1.2401e-01
3.2359e-01,1.0481e-01,1.2556e-01
3.3497e-01,1.0803e-01,1.2708e-01
3.4674e-01,1.1130e-01,1.2858e-01
3.5892e-01,1.1462e-01,1.3004e-01
3.7154e-01,1.1798e-01,1.3148e-01
3.8459e-01,1.2139e-01,1.3288e-01
3.9811e-01,1.2485e-01,1.3425e-01
4.1210e-01,1.2835e-01,1.3558e-01
4.2658e-01,1.3189e-01,1.3688e-01
4.4157e-01,1.3548e-01,1.3814e-01
4.5709e-01,1.3910e-01,1.3937e-01
4.7315e-01,1.4276e-01,1.4055e-01
4.8978e-01,1.4645e-01,1.4170e-01
5.0699e-01,1.5018e-01,1.4281e-01
5.2481e-01,1.5394e-01,1.4388e-01
5.4325e-01,1.5773e-01,1.4491e-01
5.6234e-01,1.6155e-01,1.4591e-01
5.8210e-01,1.6540e-01,1.4686e-01
6.0256e-01,1.6927e-01,1.4777e-01
6.2373e-01,1.7317e-01,1.4864e-01
6.4565e-01,1.7709e-01,1.4947e-01
6.6834e-01,1.8103e-01,1.5025e-01
6.9183e-01,1.8499e-01,1.5100e-01
7.1614e-01,1.8896e-01,1.5171e-01
7.4131e-01,1.9296e-01,1.5238e-01
7.6736e-01,1.9696e-01,1.5301e-01
7.9433e-01,2.0098e-01,1.5359e-01
8.2224e-01,2.0501e-01,1.5414e-01
8.5114e-01,2.0906e-01,1.5465e-01
8.8105e-01,2.1310e-01,1.5513e-01
9.1201e-01,2.1716e-01,1.5556e-01
9.4406e-01,2.2122e-01,1.5596e-01
9.7724e-01,2.2529e-01,1.5632e-01
1.0116e+00,2.2936e-01,1.5664e-01
1.0471e+00,2.3344e-01,1.5693e-01
1.0839e+00,2.3751e-01,1.5719e-01
1.1220e+00,2.4158e-01,1.5741e-01
1.1614e+00,2.4566e-01,1.5760e-01
1.2023e+00,2.4973e-01,1.5775e-01
1.2445e+00,2.5379e-01,1.5787e-01
1.2882e+00,2.5786e-01,1.5797e-01
1.3335e+00,2.6191e-01,1.5803e-01
1.3804e+00,2.6597e-01,1.5806e-01
1.4289e+00,2.7001e-01,1.5806e-01
1.4791e+00,2.7405e-01,1.5804e-01
1.5311e+00,2.7808e-01,1.5798e-01
1.5849e+00,2.8210e-01,1.5791e-01
1.6406e+00,2.8611e-01,1.5780e-01
1.6982e+00,2.9012e-01,1.5767e-01
1.7579e+00,2.9411e-01,1.5752e-01
1.8197e+00,2.9809e-01,1.5734e-01
1.8836e+00,3.0206e-01,1.5714e-01
1.9498e+00,3.0601e-01,1.5692e-01
2.0184e+00,3.0996e-01,1.5668e-01
2.0893e+00,3.1389e-01,1.5642e-01
2.1627e+00,3.1780e-01,1.5613e-01
2.2387e+00,3.2171e-01,1.5583e-01
2.3174e+00,3.2560e-01,1.5551e-01
2.3988e+00,3.2947e-01,1.5517e-01
2.4831e+00,3.3333e-01,1.5482e-01
2.5704e+00,3.3717e-01,1.5445e-01
2.6607e+00,3.4100e-01,1.5406e-01
2.7542e+00,3.4482e-01,1.5366e-01
2.8510e+00,3.4862e-01,1.5324e-01
2.9512e+00,3.5240e-01,1.5281e-01
3.0549e+00,3.5617e-01,1.5237e-01
3.1623e+00,3.5992e-01,1.5192e-01
3.2734e+00,3.6365e-01,1.5145e-01
3.3884e+00,3.6737e-01,1.5097e-01
3.5075e+00,3.7107e-01,1.5048e-01
3.6308e+00,3.7475e-01,1.4997e-01
3.7584e+00,3.7842e-01,1.4946e-01
3.8905e+00,3.8207e-01,1.4894e-01
4.0272e+00,3.8570e-01,1.4841e-01
4.1687e+00,3.8932e-01,1.4787e-01
4.3152e+00,3.9292e-01,1.4732e-01
4.4668e+00,3.9650e-01,1.4676e-01
4.6238e+00,4.0006e-01,1.4620e-01
4.7863e+00,4.0361e-01,1.4563e-01
4.9545e+00,4.0714e-01,1.4505e-01
5.1286e+00,4.1065e-01,1.4446e-01
5.3088e+00,4.1415e-01,1.4387e-01
5.4954e+00,4.1763e-01,1.4328e-01
5.6885e+00,4.2109e-01,1.4267e-01
5.8884e+00,4.2453e-01,1.4206e-01
6.0954e+00,4.2796e-01,1.4145e-01
6.3096e+00,4.3137e-01,1.4083e-01
6.5313e+00,4.3476e-01,1.4021e-01
6.7608e+00,4.3813e-01,1.3958e-01
6.9984e+00,4.4149e-01,1.3895e-01
7.2444e+00,4.4483e-01,1.3832e-01
7.4989e+00,4.4815e-01,1.3768e-01
7.7625e+00,4.5146e-01,1.3704e-01
8.0353e+00,4.5474e-01,1.3639e-01
8.3176e+00,4.5801e-01,1.3575e-01
8.6099e+00,4.6127e-01,1.3510e-01
8.9125e+00,4.6450e-01,1.3445e-01
9.2257e+00,4.6772e-01,1.3379e-01
9.5499e+00,4.7092e-01,1.3314e-01
9.8855e+00,4.7411e-01,1.3248e-01
1.0233e+01,4.7727e-01,1.3182e-01
1.0593e+01,4.8042e-01,1.3116e-01
1.0965e+01,4.8356e-01,1.3049e-01
1.1350e+01,4.8667e-01,1.2983e-01
1.1749e+01,4.8977e-01,1.2916e-01
1.2162e+01,4.9285e-01,1.2850e-01
1.2589e+01,4.9592e-01,1.2783e-01
1.3032e+01,4.9896e-01,1.2716e-01
1.3490e+01,5.0199e-01,1.2649e-01
1.3964e+01,5.0501e-01,1.2583e-01
1.4454e+01,5.0801e-01,1.2516e-01
1.4962e+01,5.1099e-01,1.2449e-01
1.5488e+01,5.1395e-01,1.2382e-01
1.6032e+01,5.1689e-01,1.2315e-01
1.6596e+01,5.1982e-01,1.2248e-01
1.7179e+01,5.2274e-01,1.2181e-01
1.7783e+01,5.2563e-01,1.2114e-01
1.8408e+01,5.2851e-01,1.2048e-01
1.9055e+01,5.3137e-01,1.1981e-01
1.9724e+01,5.3422e-01,1.1914e-01
2.0417e+01,5.3705e-01,1.1848e-01
2.1135e+01,5.3986e-01,1.1781e-01
2.1878e+01,5.4266e-01,1.1715e-01
2.2646e+01,5.4544e-01,1.1648e-01
2.3442e+01,5.4820e-01,1.1582e-01
2.4266e+01,5.5095e-01,1.1516e-01
2.5119e+01,5.5368e-01,1.1450e-01
2.6002e+01,5.5639e-01,1.1384e-01
2.6915e+01,5.5909e-01,1.1319e-01
2.7861e+01,5.6177e-01,1.1253e-01
2.8840e+01,5.6444e-01,1.1188e-01
2.9854e+01,5.6709e-01,1.1122e-01
3.0903e+01,5.6972e-01,1.1057e-01
3.1989e+01,5.7234e-01,1.0992e-01
3.3113e+01,5.7494e-01,1.0928e-01
3.4277e+01,5.7753e-01,1.0863e-01
3.5481e+01,5.8010e-01,1.0799e-01
3.6728e+01,5.8265e-01,1.0735e-01
3.8019e+01,5.8519e-01,1.0671e-01
3.9355e+01,5.8771e-01,1.0607e-01
4.0738e+01,5.9021e-01,1.0544e-01
4.2170e+01,5.9271e-01,1.0481e-01
4.3652e+01,5.9518e-01,1.0418e-01
4.5186e+01,5.9764e-01,1.0355e-01
4.6774e+01,6.0008e-01,1.0292e-01
4.8417e+01,6.0251e-01,1.0230e-01
5.0119e+01,6.0492e-01,1.0168e-01
5.1880e+01,6.0732e-01,1.0106e-01
5.3703e+01,6.0970e-01,1.0045e-01
5.5590e+01,6.1207e-01,9.9835e-02
5.7544e+01,6.1442e-01,9.9226e-02
5.9566e+01,6.1676e-01,9.8619e-02
6.1660e+01,6.1908e-01,9.8015e-02
6.3826e+01,6.2139e-01,9.7414e-02
6.6069e+01,6.2368e-01,9.6815e-02
6.8391e+01,6.2596e-01,9.6220e-02
7.0795e+01,6.2822e-01,9.5628e-02
7.3282e+01,6.3047e-01,9.5039e-02
7.5858e+01,6.3270e-01,9.4452e-02
7.8524e+01,6.3492e-01,9.3869e-02
8.1283e+01,6.3712e-01,9.3289e-02
8.4140e+01,6.3931e-01,9.2713e-02
8.7096e+01,6.4149e-01,9.2139e-02
9.0157e+01,6.4365e-01,9.1569e-02
9.3325e+01,6.4580e-01,9.1002e-02
9.6605e+01,6.4793e-01,9.0438e-02
1.0000e+02,6.5005e-01,8.9878e-02
1.0351e+02,6.5216e-01,8.9321e-02
1.0715e+02,6.5425e-01,8.8768e-02
1.1092e+02,6.5633e-01,8.8218e-02
1.1482e+02,6.5839e-01,8.7671e-02
1.1885e+02,6.6044e-01,8.7128e-02
1.2303e+02,6.6248e-01,8.6588e-02
1.2735e+02,6.6450e-01,8.6052e-02
1.3183e+02,6.6651e-01,8.5520e-02
1.3646e+02,6.6851e-01,8.4991e-02
1.4125e+02,6.7050e-01,8.4466e-02
1.4622e+02,6.7247e-01,8.3944e-02
1.5136e+02,6.7443e-01,8.3426e-02
1.5668e+02,6.7637e-01,8.2912e-02
1.6218e+02,6.7830e-01,8.2401e-02
1.6788e+02,6.8022e-01,8.1894e-02
1.7378e+02,6.8213e-01,8.1391e-02
1.7989e+02,6.8403e-01,8.0891e-02
1.8621e+02,6.8591e-01,8.0395e-02
1.9275e+02,6.8778e-01,7.9903e-02
1.9953e+02,6.8964e-01,7.9415e-02
2.0654e+02,6.9148e-01,7.8930e-02
2.1380e+02,6.9332e-01,7.8450e-02
2.2131e+02,6.9514e-01,7.7973e-02
2.2909e+02,6.9695e-01,7.7499e-02
2.3714e+02,6.9875e-01,7.7030e-02
2.4547e+02,7.0054e-01,7.6564e-02
2.5410e+02,7.0231e-01,7.6103e-02
2.6303e+02,7.0407e-01,7.5645e-02
2.7227e+02,7.0583e-01,7.5191e-02
2.8184e+02,7.0757e-01,7.4740e-02
2.9174e+02,7.0930e-01,7.4294e-02
3.0200e+02,7.1102e-01,7.3851e-02
3.1261e+02,7.1273e-01,7.3412e-02
3.2359e+02,7.1442e-01,7.2977e-02
3.3497e+02,7.1611e-01,7.2546e-02
3.4674e+02,7.1779e-01,7.2118e-02
3.5892e+02,7.1945e-01,7.1694e-02
3.7154e+02,7.2111e-01,7.1275e-02
3.8459e+02,7.2275e-01,7.0858e-02
3.9811e+02,7.2439e-01,7.0446e-02
4.1210e+02,7.2601e-01,7.0037e-02
4.2658e+02,7.2763e-01,6.9633e-02
4.4157e+02,7.2923e-01,6.9231e-02
4.5709e+02,7.3082e-01,6.8834e-02
4.7315e+02,7.3241e-01,6.8440e-02
4.8978e+02,7.3398e-01,6.8050e-02
5.0699e+02,7.3555e-01,6.7664e-02
5.2481e+02,7.3710e-01,6.7282e-02
5.4325e+02,7.3865e-01,6.6903e-02
5.6234e+02,7.4019e-01,6.6527e-02
5.8210e+02,7.4172e-01,6.6156e-02
6.0256e+02,7.4323e-01,6.5788e-02
6.2373e+02,7.4474e-01,6.5423e-02
6.4565e+02,7.4624e-01,6.5062e-02
6.6834e+02,7.4774e-01,6.4705e-02
6.9183e+02,7.4922e-01,6.4351e-02
7.1614e+02,7.5069e-01,6.4001e-02
7.4131e+02,7.5216e-01,6.3654e-02
7.6736e+02,7.5362e-01,6.3311e-02
7.9433e+02,7.5507e-01,6.2971e-02
8.2224e+02,7.5651e-01,6.2635e-02
8.5114e+02,7.5794e-01,6.2302e-02
8.8105e+02,7.5936e-01,6.1972e-02
9.1201e+02,7.6078e-01,6.1646e-02
9.4406e+02,7.6219e-01,6.1323e-02
9.7724e+02,7.6359e-01,6.1003e-02
1.0116e+03,7.6498e-01,6.0687e-02
1.0471e+03,7.6636e-01,6.0374e-02
1.0839e+03,7.6774e-01,6.0064e-02
1.1220e+03,7.6911e-01,5.9758e-02
1.1614e+03,7.7047e-01,5.9454e-02
1.2023e+03,7.7183e-01,5.9154e-02
1.2445e+03,7.7318e-01,5.8857e-02
1.2882e+03,7.7452e-01,5.8563e-02
1.3335e+03,7.7585e-01,5.8271e-02
1.3804e+03,7.7717e-01,5.7983e-02
1.4289e+03,7.7849e-01,5.7698e-02
1.4791e+03,7.7981e-01,5.7416e-02
1.5311e+03,7.8111e-01,5.7137e-02
1.5849e+03,7.8241e-01,5.6861e-02
1.6406e+03,7.8370e-01,5.6588e-02
1.6982e+03,7.8499e-01,5.6317e-02
1.7579e+03,7.8626e-01,5.6049e-02
1.8197e+03,7.8754e-01,5.5784e-02
1.8836e+03,7.8880e-01,5.5522e-02
1.9498e+03,7.9006e-01,5.5263e-02
2.0184e+03,7.9131e-01,5.5006e-02
2.0893e+03,7.9256e-01,5.4752e-02
2.1627e+03,7.9380e-01,5.4500e-02
2.2387e+03,7.9504e-01,5.4251e-02
2.3174e+03,7.9627e-01,5.4005e-02
2.3988e+03,7.9749e-01,5.3761e-02
2.4831e+03,7.9871e-01,5.3520e-02
2.5704e+03,7.9992e-01,5.3281e-02
2.6607e+03,8.0112e-01,5.3044e-02
2.7542e+03,8.0232e-01,5.2810e-02
2.8510e+03,8.0352e-01,5.2578e-02
2.9512e+03,8.0470e-01,5.2349e-02
3.0549e+03,8.0589e-01,5.2121e-02
3.1623e+03,8.0706e-01,5.1896e-02
3.2734e+03,8.0824e-01,5.1673e-02
3.3884e+03,8.0940e-01,5.1453e-02
3.5075e+03,8.1057e-01,5.1234e-02
3.6308e+03,8.1172e-01,5.1018e-02
3.7584e+03,8.1287e-01,5.0803e-02
3.8905e+03,8.1402e-01,5.0591e-02
4.0272e+03,8.1516e-01,5.0381e-02
4.1687e+03,8.1630e-01,5.0172e-02
4.3152e+03,8.1743e-01,4.9966e-02
4.4668e+03,8.1855e-01,4.9761e-02
4.6238e+03,8.1968e-01,4.9558e-02
4.7863e+03,8.2079e-01,4.9357e-02
4.9545e+03,8.2190e-01,4.9158e-02
5.1286e+03,8.2301e-01,4.8961e-02
5.3088e+03,8.2411e-01,4.8765e-02
5.4954e+03,8.2521e-01,4.8571e-02
5.6885e+03,8.2630e-01,4.8379e-02
5.8884e+03,8.2739e-01,4.8188e-02
6.0954e+03,8.2848e-01,4.7999e-02
6.3096e+03,8.2956e-01,4.7811e-02
6.5313e+03,8.3063e-01,4.7625e-02
6.7608e+03,8.3170e-01,4.7440e-02
6.9984e+03,8.3277e-01,4.7257e-02
7.2444e+03,8.3383e-01,4.7075e-02
7.4989e+03,8.3489e-01,4.6895e-02
7.7625e+03,8.3594e-01,4.6715e-02
8.0353e+03,8.3699e-01,4.6538e-02
8.3176e+03,8.3804e-01,4.6361e-02
8.6099e+03,8.3908e-01,4.6186e-02
8.9125e+03,8.4012e-01,4.6012e-02
9.2257e+03,8.4115e-01,4.5839e-02
9.5499e+03,8.4218e-01,4.5667e-02
9.8855e+03,8.4320e-01,4.5496e-02
1.0233e+04,8.4422e-01,4.5327e-02
1.0593e+04,8.4524e-01,4.5158e-02
1.0965e+04,8.4625e-01,4.4991e-02
1.1350e+04,8.4726e-01,4.4824e-02
1.1749e+04,8.4827e-01,4.4659e-02
1.2162e+04,8.4927e-01,4.4494e-02
1.2589e+04,8.5027e-01,4.4330e-02
1.3032e+04,8.5126e-01,4.4168e-02
1.3490e+04,8.5225e-01,4.4006e-02
1.3964e+04,8.5324e-01,4.3844e-02
1.4454e+04,8.5422e-01,4.3684e-02
1.4962e+04,8.5520e-01,4.3524e-02
1.5488e+04,8.5618e-01,4.3366e-02
1.6032e+04,8.5715e-01,4.3207e-02
1.6596e+04,8.5812e-01,4.3050e-02
1.7179e+04,8.5908e-01,4.2893e-02
1.7783e+04,8.6004e-01,4.2737e-02
1.8408e+04,8.6100e-01,4.2581e-02
1.9055e+04,8.6195e-01,4.2426e-02
1.9724e+04,8.6290e-01,4.2271e-02
2.0417e+04,8.6385e-01,4.2117e-02
2.1135e+04,8.6479e-01,4.1964e-02
2.1878e+04,8.6573e-01,4.1811e-02
2.2646e+04,8.6667e-01,4.1658e-02
2.3442e+04,8.6760e-01,4.1506e-02
2.4266e+04,8.6853e-01,4.1354e-02
2.5119e+04,8.6945e-01,4.1202e-02
2.6002e+04,8.7038e-01,4.1051e-02
2.6915e+04,8.7129e-01,4.0900e-02
2.7861e+04,8.7221e-01,4.0750e-02
2.8840e+04,8.7312e-01,4.0600e-02
2.9854e+04,8.7403e-01,4.0450e-02
3.0903e+04,8.7493e-01,4.0300e-02
3.1989e+04,8.7584e-01,4.0150e-02
3.3113e+04,8.7673e-01,4.0001e-02
3.4277e+04,8.7763e-01,3.9852e-02
3.5481e+04,8.7852e-01,3.9703e-02
3.6728e+04,8.7941e-01,3.9554e-02
3.8019e+04,8.8029e-01,3.9405e-02
3.9355e+04,8.8117e-01,3.9257e-02
4.0738e+04,8.8205e-01,3.9108e-02
4.2170e+04,8.8293e-01,3.8960e-02
4.3652e+04,8.8380e-01,3.8811e-02
4.5186e+04,8.8466e-01,3.8663e-02
4.6774e+04,8.8553e-01,3.8515e-02
4.8417e+04,8.8639e-01,3.8366e-02
5.0119e+04,8.8725e-01,3.8218e-02
