tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.001689600911826109,0.99313,0.0016779933535618636
9.801527505642764e-12,0.008618624493484273,0.99313,0.008559414543214036
6.036253060774251e-11,0.011825008869126599,0.99313,0.011743771058195698
3.717415637090613e-10,0.018539648515909758,0.99313,0.018412281130605456
2.289363768698229e-09,0.025224223508037266,0.99313,0.02505093309253705
1.4099005813128883e-08,0.032337413515833933,0.99313,0.032115255484980156
8.682847507705626e-08,0.03833905378394492,0.99313,0.03807566448444922
5.347316104567689e-07,0.04326827622327555,0.99313,0.042971023165621645
3.293135057001457e-06,0.047582702288157135,0.99313,0.04725580912343749
2.028071333653046e-05,0.053147798403788755,0.99313,0.05278267302875472
0.00012520452067684034,0.06379452876844977,0.99313,0.06335626035581052
0.0007691846253251085,0.08152599148646027,0.99313,0.08096590792494829
0.004737085114180761,0.11294208838723165,0.99313,0.11216617624001136
0.02917278983332602,0.14578230890618626,0.99313,0.14478078444400075
0.17966015086034595,0.21805361344284507,0.99313,0.2165555851184927
1.1064336965293058,0.09667042743250773,0.99313,0.0960063015960464
6.813952142756727,0.0,0.99313,0.0
41.963602374062425,0.00030969724786088037,0.99313,0.0003075696277680761
258.4320945195246,0.0002656779461701055,0.99313,0.00026385273867991684
1591.5494309189535,0.0,0.99313,0.0
