   f   ,G_stor ,G_loss 
3.6308e-03,2.0093e-04,3.5066e-03
3.7584e-03,2.1244e-04,3.6268e-03
3.8905e-03,2.2460e-04,3.7511e-03
4.0272e-03,2.3745e-04,3.8796e-03
4.1687e-03,2.5103e-04,4.0124e-03
4.3152e-03,2.6538e-04,4.1496e-03
4.4668e-03,2.8055e-04,4.2915e-03
4.6238e-03,2.9657e-04,4.4381e-03
4.7863e-03,3.1351e-04,4.5895e-03
4.9545e-03,3.3140e-04,4.7461e-03
5.1286e-03,3.5030e-04,4.9078e-03
5.3088e-03,3.7027e-04,5.0749e-03
5.4954e-03,3.9137e-04,5.2476e-03
5.6885e-03,4.1365e-04,5.4260e-03
5.8884e-03,4.3720e-04,5.6103e-03
6.0954e-03,4.6207e-04,5.8006e-03
6.3096e-03,4.8833e-04,5.9973e-03
6.5313e-03,5.1608e-04,6.2004e-03
6.7608e-03,5.4538e-04,6.4102e-03
6.9984e-03,5.7632e-04,6.6269e-03
7.2444e-03,6.0899e-04,6.8506e-03
7.4989e-03,6.4350e-04,7.0817e-03
7.7625e-03,6.7993e-04,7.3203e-03
8.0353e-03,7.1840e-04,7.5666e-03
8.3176e-03,7.5900e-04,7.8210e-03
8.6099e-03,8.0187e-04,8.0835e-03
8.9125e-03,8.4712e-04,8.3545e-03
9.2257e-03,8.9489e-04,8.6343e-03
9.5499e-03,9.4530e-04,8.9230e-03
9.8855e-03,9.9850e-04,9.2210e-03
1.0233e-02,1.0546e-03,9.5284e-03
1.0593e-02,1.1139e-03,9.8457e-03
1.0965e-02,1.1764e-03,1.0173e-02
1.1350e-02,1.2423e-03,1.0511e-02
1.1749e-02,1.3119e-03,1.0859e-02
1.2162e-02,1.3852e-03,1.1218e-02
1.2589e-02,1.4626e-03,1.1589e-02
1.3032e-02,1.5442e-03,1.1971e-02
1.3490e-02,1.6303e-03,1.2365e-02
1.3964e-02,1.7210e-03,1.2771e-02
1.4454e-02,1.8166e-03,1.3189e-02
1.4962e-02,1.9174e-03,1.3621e-02
1.5488e-02,2.0237e-03,1.4065e-02
1.6032e-02,2.1356e-03,1.4524e-02
1.6596e-02,2.2536e-03,1.4996e-02
1.7179e-02,2.3779e-03,1.5482e-02
1.7783e-02,2.5089e-03,1.5983e-02
1.8408e-02,2.6468e-03,1.6498e-02
1.9055e-02,2.7921e-03,1.7029e-02
1.9724e-02,2.9450e-03,1.7576e-02
2.0417e-02,3.1060e-03,1.8139e-02
2.1135e-02,3.2755e-03,1.8718e-02
2.1878e-02,3.4539e-03,1.9313e-02
2.2646e-02,3.6416e-03,1.9926e-02
2.3442e-02,3.8391e-03,2.0556e-02
2.4266e-02,4.0469e-03,2.1205e-02
2.5119e-02,4.2653e-03,2.1871e-02
2.6002e-02,4.4951e-03,2.2556e-02
2.6915e-02,4.7366e-03,2.3260e-02
2.7861e-02,4.9905e-03,2.3983e-02
2.8840e-02,5.2572e-03,2.4726e-02
2.9854e-02,5.5375e-03,2.5489e-02
3.0903e-02,5.8319e-03,2.6272e-02
3.1989e-02,6.1411e-03,2.7076e-02
3.3113e-02,6.4656e-03,2.7900e-02
3.4277e-02,6.8063e-03,2.8746e-02
3.5481e-02,7.1639e-03,2.9614e-02
3.6728e-02,7.5389e-03,3.0504e-02
3.8019e-02,7.9323e-03,3.1415e-02
3.9355e-02,8.3448e-03,3.2349e-02
4.0738e-02,8.7772e-03,3.3306e-02
4.2170e-02,9.2302e-03,3.4286e-02
4.3652e-02,9.7049e-03,3.5288e-02
4.5186e-02,1.0202e-02,3.6314e-02
4.6774e-02,1.0722e-02,3.7364e-02
4.8417e-02,1.1267e-02,3.8436e-02
5.0119e-02,1.1837e-02,3.9533e-02
5.1880e-02,1.2433e-02,4.0653e-02
5.3703e-02,1.3056e-02,4.1797e-02
5.5590e-02,1.3708e-02,4.2964e-02
5.7544e-02,1.4388e-02,4.4155e-02
5.9566e-02,1.5099e-02,4.5370e-02
6.1660e-02,1.5841e-02,4.6608e-02
6.3826e-02,1.6615e-02,4.7869e-02
6.6069e-02,1.7422e-02,4.9154e-02
6.8391e-02,1.8264e-02,5.0461e-02
7.0795e-02,1.9142e-02,5.1791e-02
7.3282e-02,2.0056e-02,5.3144e-02
7.5858e-02,2.1008e-02,5.4518e-02
7.8524e-02,2.1999e-02,5.5913e-02
8.1283e-02,2.3029e-02,5.7330e-02
8.4140e-02,2.4101e-02,5.8766e-02
8.7096e-02,2.5215e-02,6.0223e-02
9.0157e-02,2.6372e-02,6.1698e-02
9.3325e-02,2.7573e-02,6.3192e-02
9.6605e-02,2.8819e-02,6.4704e-02
1.0000e-01,3.0112e-02,6.6232e-02
1.0351e-01,3.1451e-02,6.7776e-02
1.0715e-01,3.2839e-02,6.9335e-02
1.1092e-01,3.4276e-02,7.0907e-02
1.1482e-01,3.5764e-02,7.2493e-02
1.1885e-01,3.7302e-02,7.4090e-02
1.2303e-01,3.8891e-02,7.5698e-02
1.2735e-01,4.0533e-02,7.7314e-02
1.3183e-01,4.2228e-02,7.8939e-02
1.3646e-01,4.3977e-02,8.0571e-02
1.4125e-01,4.5780e-02,8.2207e-02
1.4622e-01,4.7638e-02,8.3848e-02
1.5136e-01,4.9551e-02,8.5491e-02
1.5668e-01,5.1520e-02,8.7134e-02
1.6218e-01,5.3545e-02,8.8777e-02
1.6788e-01,5.5625e-02,9.0418e-02
1.7378e-01,5.7763e-02,9.2055e-02
1.7989e-01,5.9956e-02,9.3686e-02
1.8621e-01,6.2206e-02,9.5310e-02
1.9275e-01,6.4511e-02,9.6926e-02
1.9953e-01,6.6873e-02,9.8531e-02
2.0654e-01,6.9291e-02,1.0012e-01
2.1380e-01,7.1764e-02,1.0170e-01
2.2131e-01,7.4291e-02,1.0327e-01
2.2909e-01,7.6873e-02,1.0481e-01
2.3714e-01,7.9509e-02,1.0634e-01
2.4547e-01,8.2197e-02,1.0785e-01
2.5410e-01,8.4938e-02,1.0934e-01
2.6303e-01,8.7730e-02,1.1080e-01
2.7227e-01,9.0572e-02,1.1224e-01
2.8184e-01,9.3463e-02,1.1365e-01
2.9174e-01,9.6402e-02,1.1504e-01
3.0200e-01,9.9388e-02,1.1639e-01
3.1261e-01,1.0242e-01,1.1772e-01
3.2359e-01,1.0550e-01,1.1901e-01
3.3497e-01,1.0861e-01,1.2028e-01
3.4674e-01,1.1177e-01,1.2151e-01
3.5892e-01,1.1497e-01,1.2270e-01
3.7154e-01,1.1821e-01,1.2386e-01
3.8459e-01,1.2149e-01,1.2498e-01
3.9811e-01,1.2480e-01,1.2607e-01
4.1210e-01,1.2814e-01,1.2712e-01
4.2658e-01,1.3152e-01,1.2813e-01
4.4157e-01,1.3492e-01,1.2910e-01
4.5709e-01,1.3836e-01,1.3004e-01
4.7315e-01,1.4182e-01,1.3093e-01
4.8978e-01,1.4530e-01,1.3178e-01
5.0699e-01,1.4881e-01,1.3260e-01
5.2481e-01,1.5234e-01,1.3337e-01
5.4325e-01,1.5590e-01,1.3410e-01
5.6234e-01,1.5946e-01,1.3480e-01
5.8210e-01,1.6305e-01,1.3545e-01
6.0256e-01,1.6665e-01,1.3606e-01
6.2373e-01,1.7026e-01,1.3663e-01
6.4565e-01,1.7389e-01,1.3717e-01
6.6834e-01,1.7753e-01,1.3766e-01
6.9183e-01,1.8117e-01,1.3812e-01
7.1614e-01,1.8482e-01,1.3854e-01
7.4131e-01,1.8848e-01,1.3892e-01
7.6736e-01,1.9214e-01,1.3926e-01
7.9433e-01,1.9580e-01,1.3957e-01
8.2224e-01,1.9947e-01,1.3984e-01
8.5114e-01,2.0314e-01,1.4007e-01
8.8105e-01,2.0680e-01,1.4027e-01
9.1201e-01,2.1047e-01,1.4044e-01
9.4406e-01,2.1413e-01,1.4057e-01
9.7724e-01,2.1778e-01,1.4068e-01
1.0116e+00,2.2143e-01,1.4075e-01
1.0471e+00,2.2508e-01,1.4078e-01
1.0839e+00,2.2872e-01,1.4079e-01
1.1220e+00,2.3235e-01,1.4077e-01
1.1614e+00,2.3597e-01,1.4073e-01
1.2023e+00,2.3958e-01,1.4065e-01
1.2445e+00,2.4319e-01,1.4055e-01
1.2882e+00,2.4678e-01,1.4042e-01
1.3335e+00,2.5036e-01,1.4027e-01
1.3804e+00,2.5392e-01,1.4010e-01
1.4289e+00,2.5748e-01,1.3990e-01
1.4791e+00,2.6102e-01,1.3968e-01
1.5311e+00,2.6455e-01,1.3944e-01
1.5849e+00,2.6806e-01,1.3917e-01
1.6406e+00,2.7156e-01,1.3889e-01
1.6982e+00,2.7504e-01,1.3859e-01
1.7579e+00,2.7851e-01,1.3827e-01
1.8197e+00,2.8197e-01,1.3794e-01
1.8836e+00,2.8540e-01,1.3758e-01
1.9498e+00,2.8882e-01,1.3721e-01
2.0184e+00,2.9223e-01,1.3683e-01
2.0893e+00,2.9562e-01,1.3643e-01
2.1627e+00,2.9899e-01,1.3602e-01
2.2387e+00,3.0234e-01,1.3559e-01
2.3174e+00,3.0568e-01,1.3515e-01
2.3988e+00,3.0900e-01,1.3470e-01
2.4831e+00,3.1230e-01,1.3424e-01
2.5704e+00,3.1559e-01,1.3377e-01
2.6607e+00,3.1886e-01,1.3329e-01
2.7542e+00,3.2211e-01,1.3280e-01
2.8510e+00,3.2534e-01,1.3230e-01
2.9512e+00,3.2856e-01,1.3179e-01
3.0549e+00,3.3176e-01,1.3127e-01
3.1623e+00,3.3494e-01,1.3075e-01
3.2734e+00,3.3810e-01,1.3022e-01
3.3884e+00,3.4125e-01,1.2968e-01
3.5075e+00,3.4438e-01,1.2914e-01
3.6308e+00,3.4749e-01,1.2859e-01
3.7584e+00,3.5058e-01,1.2804e-01
3.8905e+00,3.5366e-01,1.2748e-01
4.0272e+00,3.5672e-01,1.2691e-01
4.1687e+00,3.5976e-01,1.2634e-01
4.3152e+00,3.6279e-01,1.2577e-01
4.4668e+00,3.6579e-01,1.2520e-01
4.6238e+00,3.6879e-01,1.2462e-01
4.7863e+00,3.7176e-01,1.2404e-01
4.9545e+00,3.7472e-01,1.2345e-01
5.1286e+00,3.7766e-01,1.2287e-01
5.3088e+00,3.8058e-01,1.2228e-01
5.4954e+00,3.8349e-01,1.2169e-01
5.6885e+00,3.8638e-01,1.2110e-01
5.8884e+00,3.8925e-01,1.2051e-01
6.0954e+00,3.9211e-01,1.1991e-01
6.3096e+00,3.9495e-01,1.1932e-01
6.5313e+00,3.9778e-01,1.1872e-01
6.7608e+00,4.0059e-01,1.1812e-01
6.9984e+00,4.0339e-01,1.1753e-01
7.2444e+00,4.0616e-01,1.1693e-01
7.4989e+00,4.0893e-01,1.1633e-01
7.7625e+00,4.1167e-01,1.1574e-01
8.0353e+00,4.1440e-01,1.1514e-01
8.3176e+00,4.1712e-01,1.1454e-01
8.6099e+00,4.1982e-01,1.1395e-01
8.9125e+00,4.2251e-01,1.1335e-01
9.2257e+00,4.2518e-01,1.1276e-01
9.5499e+00,4.2783e-01,1.1216e-01
9.8855e+00,4.3047e-01,1.1157e-01
1.0233e+01,4.3310e-01,1.1098e-01
1.0593e+01,4.3571e-01,1.1039e-01
1.0965e+01,4.3830e-01,1.0980e-01
1.1350e+01,4.4088e-01,1.0921e-01
1.1749e+01,4.4345e-01,1.0863e-01
1.2162e+01,4.4600e-01,1.0804e-01
1.2589e+01,4.4854e-01,1.0746e-01
1.3032e+01,4.5106e-01,1.0688e-01
1.3490e+01,4.5357e-01,1.0630e-01
1.3964e+01,4.5606e-01,1.0572e-01
1.4454e+01,4.5854e-01,1.0514e-01
1.4962e+01,4.6101e-01,1.0457e-01
1.5488e+01,4.6346e-01,1.0400e-01
1.6032e+01,4.6590e-01,1.0343e-01
1.6596e+01,4.6832e-01,1.0286e-01
1.7179e+01,4.7073e-01,1.0229e-01
1.7783e+01,4.7313e-01,1.0173e-01
1.8408e+01,4.7551e-01,1.0117e-01
1.9055e+01,4.7788e-01,1.0061e-01
1.9724e+01,4.8024e-01,1.0005e-01
2.0417e+01,4.8258e-01,9.9495e-02
2.1135e+01,4.8491e-01,9.8943e-02
2.1878e+01,4.8722e-01,9.8393e-02
2.2646e+01,4.8952e-01,9.7846e-02
2.3442e+01,4.9181e-01,9.7301e-02
2.4266e+01,4.9409e-01,9.6758e-02
2.5119e+01,4.9635e-01,9.6218e-02
2.6002e+01,4.9860e-01,9.5681e-02
2.6915e+01,5.0084e-01,9.5146e-02
2.7861e+01,5.0306e-01,9.4613e-02
2.8840e+01,5.0528e-01,9.4084e-02
2.9854e+01,5.0748e-01,9.3557e-02
3.0903e+01,5.0966e-01,9.3033e-02
3.1989e+01,5.1184e-01,9.2511e-02
3.3113e+01,5.1400e-01,9.1992e-02
3.4277e+01,5.1615e-01,9.1476e-02
3.5481e+01,5.1828e-01,9.0962e-02
3.6728e+01,5.2041e-01,9.0452e-02
3.8019e+01,5.2252e-01,8.9944e-02
3.9355e+01,5.2462e-01,8.9439e-02
4.0738e+01,5.2670e-01,8.8936e-02
4.2170e+01,5.2878e-01,8.8437e-02
4.3652e+01,5.3084e-01,8.7940e-02
4.5186e+01,5.3289e-01,8.7447e-02
4.6774e+01,5.3493e-01,8.6956e-02
4.8417e+01,5.3696e-01,8.6468e-02
5.0119e+01,5.3898e-01,8.5983e-02
5.1880e+01,5.4098e-01,8.5501e-02
5.3703e+01,5.4298e-01,8.5021e-02
5.5590e+01,5.4496e-01,8.4545e-02
5.7544e+01,5.4693e-01,8.4072e-02
5.9566e+01,5.4888e-01,8.3601e-02
6.1660e+01,5.5083e-01,8.3134e-02
6.3826e+01,5.5277e-01,8.2669e-02
6.6069e+01,5.5469e-01,8.2208e-02
6.8391e+01,5.5660e-01,8.1749e-02
7.0795e+01,5.5851e-01,8.1294e-02
7.3282e+01,5.6040e-01,8.0841e-02
7.5858e+01,5.6228e-01,8.0392e-02
7.8524e+01,5.6415e-01,7.9945e-02
8.1283e+01,5.6601e-01,7.9502e-02
8.4140e+01,5.6785e-01,7.9061e-02
8.7096e+01,5.6969e-01,7.8624e-02
9.0157e+01,5.7152e-01,7.8190e-02
9.3325e+01,5.7333e-01,7.7758e-02
9.6605e+01,5.7514e-01,7.7330e-02
1.0000e+02,5.7693e-01,7.6905e-02
1.0351e+02,5.7872e-01,7.6483e-02
1.0715e+02,5.8049e-01,7.6064e-02
1.1092e+02,5.8226e-01,7.5648e-02
1.1482e+02,5.8401e-01,7.5235e-02
1.1885e+02,5.8576e-01,7.4825e-02
1.2303e+02,5.8749e-01,7.4418e-02
1.2735e+02,5.8922e-01,7.4014e-02
1.3183e+02,5.9093e-01,7.3613e-02
1.3646e+02,5.9263e-01,7.3216e-02
1.4125e+02,5.9433e-01,7.2821e-02
1.4622e+02,5.9602e-01,7.2430e-02
1.5136e+02,5.9769e-01,7.2041e-02
1.5668e+02,5.9936e-01,7.1656e-02
1.6218e+02,6.0101e-01,7.1274e-02
1.6788e+02,6.0266e-01,7.0894e-02
1.7378e+02,6.0430e-01,7.0518e-02
1.7989e+02,6.0593e-01,7.0145e-02
1.8621e+02,6.0755e-01,6.9775e-02
1.9275e+02,6.0916e-01,6.9408e-02
1.9953e+02,6.1076e-01,6.9044e-02
2.0654e+02,6.1236e-01,6.8683e-02
2.1380e+02,6.1394e-01,6.8325e-02
2.2131e+02,6.1552e-01,6.7970e-02
2.2909e+02,6.1708e-01,6.7618e-02
2.3714e+02,6.1864e-01,6.7270e-02
2.4547e+02,6.2019e-01,6.6924e-02
2.5410e+02,6.2173e-01,6.6581e-02
2.6303e+02,6.2327e-01,6.6241e-02
2.7227e+02,6.2479e-01,6.5905e-02
2.8184e+02,6.2631e-01,6.5571e-02
2.9174e+02,6.2782e-01,6.5240e-02
3.0200e+02,6.2932e-01,6.4912e-02
3.1261e+02,6.3081e-01,6.4587e-02
3.2359e+02,6.3229e-01,6.4265e-02
3.3497e+02,6.3377e-01,6.3946e-02
3.4674e+02,6.3524e-01,6.3630e-02
3.5892e+02,6.3670e-01,6.3317e-02
3.7154e+02,6.3815e-01,6.3007e-02
3.8459e+02,6.3960e-01,6.2700e-02
3.9811e+02,6.4104e-01,6.2395e-02
4.1210e+02,6.4247e-01,6.2094e-02
4.2658e+02,6.4389e-01,6.1795e-02
4.4157e+02,6.4531e-01,6.1499e-02
4.5709e+02,6.4672e-01,6.1207e-02
4.7315e+02,6.4812e-01,6.0917e-02
4.8978e+02,6.4951e-01,6.0629e-02
5.0699e+02,6.5090e-01,6.0345e-02
5.2481e+02,6.5228e-01,6.0063e-02
5.4325e+02,6.5365e-01,5.9784e-02
5.6234e+02,6.5502e-01,5.9508e-02
5.8210e+02,6.5638e-01,5.9235e-02
6.0256e+02,6.5773e-01,5.8964e-02
6.2373e+02,6.5908e-01,5.8697e-02
6.4565e+02,6.6042e-01,5.8431e-02
6.6834e+02,6.6175e-01,5.8169e-02
6.9183e+02,6.6308e-01,5.7909e-02
7.1614e+02,6.6440e-01,5.7652e-02
7.4131e+02,6.6572e-01,5.7398e-02
7.6736e+02,6.6703e-01,5.7146e-02
7.9433e+02,6.6833e-01,5.6897e-02
8.2224e+02,6.6962e-01,5.6650e-02
8.5114e+02,6.7091e-01,5.6406e-02
8.8105e+02,6.7220e-01,5.6165e-02
9.1201e+02,6.7348e-01,5.5926e-02
9.4406e+02,6.7475e-01,5.5690e-02
9.7724e+02,6.7602e-01,5.5456e-02
1.0116e+03,6.7728e-01,5.5225e-02
1.0471e+03,6.7853e-01,5.4996e-02
1.0839e+03,6.7978e-01,5.4770e-02
1.1220e+03,6.8103e-01,5.4546e-02
1.1614e+03,6.8226e-01,5.4324e-02
1.2023e+03,6.8350e-01,5.4105e-02
1.2445e+03,6.8473e-01,5.3889e-02
1.2882e+03,6.8595e-01,5.3675e-02
1.3335e+03,6.8717e-01,5.3463e-02
1.3804e+03,6.8838e-01,5.3253e-02
1.4289e+03,6.8959e-01,5.3046e-02
1.4791e+03,6.9079e-01,5.2841e-02
1.5311e+03,6.9198e-01,5.2638e-02
1.5849e+03,6.9318e-01,5.2438e-02
1.6406e+03,6.9436e-01,5.2240e-02
1.6982e+03,6.9555e-01,5.2044e-02
1.7579e+03,6.9672e-01,5.1850e-02
1.8197e+03,6.9790e-01,5.1658e-02
1.8836e+03,6.9907e-01,5.1469e-02
1.9498e+03,7.0023e-01,5.1282e-02
2.0184e+03,7.0139e-01,5.1096e-02
2.0893e+03,7.0254e-01,5.0913e-02
2.1627e+03,7.0369e-01,5.0732e-02
2.2387e+03,7.0484e-01,5.0554e-02
2.3174e+03,7.0598e-01,5.0377e-02
2.3988e+03,7.0712e-01,5.0202e-02
2.4831e+03,7.0825e-01,5.0029e-02
2.5704e+03,7.0938e-01,4.9858e-02
2.6607e+03,7.1051e-01,4.9689e-02
2.7542e+03,7.1163e-01,4.9522e-02
2.8510e+03,7.1274e-01,4.9357e-02
2.9512e+03,7.1386e-01,4.9194e-02
3.0549e+03,7.1496e-01,4.9032e-02
3.1623e+03,7.1607e-01,4.8873e-02
3.2734e+03,7.1717e-01,4.8715e-02
3.3884e+03,7.1827e-01,4.8559e-02
3.5075e+03,7.1936e-01,4.8405e-02
3.6308e+03,7.2045e-01,4.8253e-02
3.7584e+03,7.2154e-01,4.8103e-02
3.8905e+03,7.2262e-01,4.7954e-02
4.0272e+03,7.2370e-01,4.7807e-02
4.1687e+03,7.2477e-01,4.7661e-02
4.3152e+03,7.2584e-01,4.7518e-02
4.4668e+03,7.2691e-01,4.7375e-02
4.6238e+03,7.2798e-01,4.7235e-02
4.7863e+03,7.2904e-01,4.7096e-02
4.9545e+03,7.3010e-01,4.6959e-02
5.1286e+03,7.3115e-01,4.6823e-02
5.3088e+03,7.3220e-01,4.6689e-02
5.4954e+03,7.3325e-01,4.6556e-02
5.6885e+03,7.3430e-01,4.6425e-02
5.8884e+03,7.3534e-01,4.6295e-02
6.0954e+03,7.3638e-01,4.6167e-02
6.3096e+03,7.3741e-01,4.6040e-02
6.5313e+03,7.3844e-01,4.5914e-02
6.7608e+03,7.3947e-01,4.5790e-02
6.9984e+03,7.4050e-01,4.5668e-02
7.2444e+03,7.4152e-01,4.5546e-02
7.4989e+03,7.4255e-01,4.5426e-02
7.7625e+03,7.4356e-01,4.5308e-02
8.0353e+03,7.4458e-01,4.5190e-02
8.3176e+03,7.4559e-01,4.5074e-02
8.6099e+03,7.4660e-01,4.4959e-02
8.9125e+03,7.4761e-01,4.4845e-02
9.2257e+03,7.4861e-01,4.4733e-02
9.5499e+03,7.4961e-01,4.4622e-02
9.8855e+03,7.5061e-01,4.4512e-02
1.0233e+04,7.5161e-01,4.4403e-02
1.0593e+04,7.5260e-01,4.4295e-02
1.0965e+04,7.5359e-01,4.4188e-02
1.1350e+04,7.5458e-01,4.4083e-02
1.1749e+04,7.5557e-01,4.3978e-02
1.2162e+04,7.5655e-01,4.3874e-02
1.2589e+04,7.5753e-01,4.3772e-02
1.3032e+04,7.5851e-01,4.3671e-02
1.3490e+04,7.5948e-01,4.3570e-02
1.3964e+04,7.6046e-01,4.3471e-02
1.4454e+04,7.6143e-01,4.3372e-02
1.4962e+04,7.6240e-01,4.3274e-02
1.5488e+04,7.6337e-01,4.3178e-02
1.6032e+04,7.6433e-01,4.3082e-02
1.6596e+04,7.6529e-01,4.2987e-02
1.7179e+04,7.6625e-01,4.2893e-02
1.7783e+04,7.6721e-01,4.2800e-02
1.8408e+04,7.6817e-01,4.2708e-02
1.9055e+04,7.6912e-01,4.2616e-02
1.9724e+04,7.7007e-01,4.2525e-02
2.0417e+04,7.7102e-01,4.2435e-02
2.1135e+04,7.7197e-01,4.2346e-02
2.1878e+04,7.7291e-01,4.2258e-02
2.2646e+04,7.7385e-01,4.2170e-02
2.3442e+04,7.7479e-01,4.2083e-02
2.4266e+04,7.7573e-01,4.1996e-02
2.5119e+04,7.7667e-01,4.1911e-02
2.6002e+04,7.7760e-01,4.1825e-02
2.6915e+04,7.7854e-01,4.1741e-02
2.7861e+04,7.7947e-01,4.1657e-02
2.8840e+04,7.8040e-01,4.1574e-02
2.9854e+04,7.8132e-01,4.1491e-02
3.0903e+04,7.8225e-01,4.1409e-02
3.1989e+04,7.8317e-01,4.1328e-02
3.3113e+04,7.8409e-01,4.1247e-02
3.4277e+04,7.8501e-01,4.1166e-02
3.5481e+04,7.8593e-01,4.1086e-02
3.6728e+04,7.8684e-01,4.1007e-02
3.8019e+04,7.8776e-01,4.0928e-02
3.9355e+04,7.8867e-01,4.0849e-02
4.0738e+04,7.8958e-01,4.0771e-02
4.2170e+04,7.9049e-01,4.0694e-02
4.3652e+04,7.9139e-01,4.0616e-02
4.5186e+04,7.9230e-01,4.0540e-02
4.6774e+04,7.9320e-01,4.0463e-02
4.8417e+04,7.9410e-01,4.0387e-02
5.0119e+04,7.9500e-01,4.0311e-02
